DATUM_VORSTOSS_EINGANG;NR_LEGISLATUR;GRG_NR;VORSTOSS_BEZEICHNUNG;VORSTOSSART_BEZEICHNUNG;VORSTOSSART_CODE;Sachbegriffe_GRGEKO_1;Sachbegriffe_GRGEKO_2;Sachbegriffe_GRGEKO_3;Thema_1;Thema_2;Thema_3;VORSTOESSER_IN_1;PARTEI_BEZEICHNUNG_1;PARTEI_CODE_1;VORSTOESSER_IN_2;PARTEI_BEZEICHNUNG_2;PARTEI_CODE_2;VORSTOESSER_IN_3;PARTEI_BEZEICHNUNG_3;PARTEI_CODE_3;VORSTOESSER_IN_4;PARTEI_BEZEICHNUNG_4;PARTEI_CODE_4;VORSTOESSER_IN_5;PARTEI_BEZEICHNUNG_5;PARTEI_CODE_5;VORSTOESSER_IN_6;PARTEI_BEZEICHNUNG_6;PARTEI_CODE_6;VORSTOESSER_IN_7;PARTEI_BEZEICHNUNG_7;PARTEI_CODE_7;VORSTOESSER_IN_8;PARTEI_BEZEICHNUNG_8;PARTEI_CODE_8;VORSTOESSER_IN_9;PARTEI_BEZEICHNUNG_9;PARTEI_CODE_9;VORSTOESSER_IN_10;PARTEI_BEZEICHNUNG_10;PARTEI_CODE_10;BEANTWORTUNG_REGIERUNGSRAT;DATUM_BESCHLUSS_GR;BESCHLUSS_GR;BESCHLUSS_GR_CODE;VORLAEUFIGE_UNTERSTUETZUNG;ERLEDIGUNG_GR;DATUM_BEANTWORTUNG_REGIERUNGSRAT
01.10.2012;0054/2012-2016/GR;54;Hängige Verfahren bei der Thurgauer Staatsanwaltschaft;Einfache Anfrage;5;;;;Gerichtswesen;Recht allgemein;;Urs Martin;SVP;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;19.12.2012;;;;;;
07.11.2012;0057/2012-2016/GR;57;Immobilien Kanton Thurgau;Einfache Anfrage;5;61.1 Finanzhaushalt, Finanzverwaltung und -kontrolle;;;Finanzwesen;Staatspolitik;;Ueli Fisch;glp;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;13.02.2013;;;;;;
07.11.2012;0058/2012-2016/GR;58;Spitalhaftpflichtversicherung Thurgau;Einfache Anfrage;5;81.0 Allgemeines, Organisation, Gesetz, Taxen;;;Gesundheit;;;Ueli Fisch;glp;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;13.02.2013;;;;;;
21.11.2012;0061/2012-2016/GR;61;Gefährdung des Bodenseewassers und der Umwelt durch giftige Chemikalienlösungen (Fracking) zur Gasgewinnung;Einfache Anfrage;5;81.4 Umweltschutz: Allgemein, Boden, Wasser, Luft, Abfall;;;Umwelt;Gesundheit;;Jürg Wiesli;glp;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;13.02.2013;;;;;;
21.11.2012;0062/2012-2016/GR;62;Schliessung Caritas Markt und Caritas Markt Mobil;Einfache Anfrage;5;83.7 Arbeitslosenversicherung;;;Sozialer Schutz;Soziale Fragen;Beschäftigung und Arbeit;Sonja Wiesmann Schätzle;SP;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;09.01.2013;;;;;;
21.11.2012;0060/2012-2016/GR;60;Missstände im Asylwesen;Interpellation;4;14.2 Niederlassung, Aufenthalt, Asyl;;;Staatspolitik;Migration;;Moritz Tanner;SVP;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;16.04.2013;26.06.2013;;;;;
05.12.2012;0070/2012-2016/GR;70;Sicherheit im Kanton Thurgau;Einfache Anfrage;5;55.1 Polizeikorps / interkantonale Zusammenarbeit;;;Sicherheitspolitik;;;Markus Berner;BDP;9;Hans-Peter Grunder;BDP;9;;;;;;;;;;;;;;;;;;;;;;;;;13.02.2013;;;;;;
05.12.2012;0067/2012-2016/GR;67;Minergie wird Standard bei Neubauten;Motion;2;73.2 Elektrizität inkl. Versorgung, Wasserkraft, AKW;;;Energie;;;Toni Kappeler;GP;5;Klemenz Somm;glp;6;;;;;;;;;;;;;;;;;;;;;;;;;19.11.2013;07.05.2014;Rückzug;4;;;
05.12.2012;0069/2012-2016/GR;69;Zwischenbericht ,Konzept zur verstärkten Förderung erneuerbarer Energie und der Energieeffizienz' per Ende 2011;Interpellation;4;73.1 Allgemeines, Energiegesetz, Kernenergie, Strahlenschutz;;;Energie;;;Klemenz Somm;glp;6;Toni Kappeler;GP;5;;;;;;;;;;;;;;;;;;;;;;;;;25.06.2013;14.08.2013;;;;;
05.12.2012;0068/2012-2016/GR;68;Einführung von Jokertagen an Thurgauer Volksschulen;Motion;2;41.1 Unterstufen: Kindergarten, Volks- und Primarschule;;;Bildung;;;Andreas Wirth;SVP;1;Urs Schrepfer;SVP;1;;;;;;;;;;;;;;;;;;;;;;;;;01.10.2013;18.12.2013;erheblich;1;;;
05.12.2012;0066/2012-2016/GR;66;Abschaffung der ergänzenden Vermögenssteuer;Motion;2;64.1 Staats- und Gemeindesteuern, allgemeine Organisation;;;Steuern;Finanzwesen;;Josef Gemperle;CVP;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;-;14.08.2013;Abschreibung;6;;;
19.12.2012;0074/2012-2016/GR;74;Gesetz zur Nutzung des tiefen Untergrundes;Motion;2;73.3 Andere Energien: Gas, Fernwärme, Solarenergie etc.;;;Energie;;;Josef Gemperle;CVP;3;Ueli Oswald;FDP;2;Andreas Guhl;BDP;9;Cornelia Komposch;SP;4;Toni Kappeler;GP;5;Jürg Wiesli;SVP;1;Urs-Peter Beerli;EVP;7;;;;;;;;;;30.09.2014;18.11.2015;Abschreibung;6;;;
19.12.2012;0073/2012-2016/GR;73;Konsequenzen für die weitere Schulentwicklung und die Ausbildung an der Pädagogischen Hochschule Thurgau im Bereich Basisstufe;Einfache Anfrage;5;41.1 Unterstufen: Kindergarten, Volks- und Primarschule;;;Bildung;;;Verena Herzog;SVP;1;Hanspeter Gantenbein;SVP;1;Andrea Vonlanthen;SVP;1;;;;;;;;;;;;;;;;;;;;;;13.03.2013;;;;;;
19.12.2012;0072/2012-2016/GR;72;Sozialverdrängungsprozess;Einfache Anfrage;5;90.0 Wirtschaftliche Entwicklung;;;Wirtschaft;;;Markus Berner;BDP;9;Hans-Peter Grunder;BDP;9;;;;;;;;;;;;;;;;;;;;;;;;;13.03.2013;;;;;;
09.01.2013;0079/2012-2016/GR;79;Übertragung Spitalbauten;Einfache Anfrage;5;81.0 Allgemeines, Organisation, Gesetz, Taxen;;;Gesundheit;;;Kurt Egger;GP;5;Roman Giuliani;SP;4;;;;;;;;;;;;;;;;;;;;;;;;;13.03.2013;;;;;;
09.01.2013;0075/2012-2016/GR;75;Religionsunterricht an der Volksschule;Motion;2;41.0 Unterrichtswesen, Lehrerorganisation und -fortbildung;;;Bildung;;;Daniel Wittwer;EDU;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;17.12.2013;12.02.2014;nicht erheblich;2;;;
09.01.2013;0078/2012-2016/GR;78;Schulevaluation Volksschule;Einfache Anfrage;5;41.0 Unterrichtswesen, Lehrerorganisation und -fortbildung;;;Bildung;;;Josef Brägger;GP;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;13.03.2013;;;;;;
09.01.2013;0077/2012-2016/GR;77;Offene Fragen nach der Ungültigerklärung einer Initiative;Einfache Anfrage;5;16.1 Initiativen, Referenden;;;Staatspolitik;;;Guido Häni;SVP;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;13.03.2013;;;;;;
09.01.2013;0071/2012-2016/GR;71;Gegen Energieverschwendung und Licht-Immissionen durch falsche und unnötige Strassenbeleuchtung;Petition an den Grossen Rat;6;70.1 Raumplanung, Richtpläne;72.3 Strassenwesen: Gesetz, Strassenbau, Autobahnen;73.1 Allgemeines, Energiegesetz, Kernenergie, Strahlenschutz;Raumplanungs- und Wohnungswesen;Energie;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13.03.2013;
13.02.2013;0090/2012-2016/GR;90;Buslinie Arbon - Roggwil - St. Gallen;Einfache Anfrage;5;74.1 Strassenverkehr, öffentlicher Verkehr auf Strassen;;;Verkehr;;;Peter Gubser;SP;4;Stephan Tobler;SVP;1;;;;;;;;;;;;;;;;;;;;;;;;;17.04.2013;;;;;;
13.02.2013;0087/2012-2016/GR;87;Stärkung der Berufsbildung angesichts des Rückgangs von Schulabgängern - Keine Maturandenquotenerhöhung auf Kosten von Lehrstellenplätzen;Interpellation;4;41.4 Berufliches Bildungswesen;;;Bildung;;;Hanspeter Gantenbein;SVP;1;Verena Herzog;SVP;1;;;;;;;;;;;;;;;;;;;;;;;;;26.11.2013;22.01.2014;;;;;
13.02.2013;0091/2012-2016/GR;91;Transparenz über externe Vergaben und Aufträge im Jahr 2012;Einfache Anfrage;5;61.1 Finanzhaushalt, Finanzverwaltung und -kontrolle;;;Finanzwesen;Staatspolitik;;Hermann Lei;SVP;1;Urs Martin;SVP;1;;;;;;;;;;;;;;;;;;;;;;;;;17.04.2013;;;;;;
13.02.2013;0086/2012-2016/GR;86;National vernetztes Waffenregister;Interpellation;4;51.1 Militärwesen, Beförderungen, Schiesswesen;;;Sicherheitspolitik;Internationales Recht (Verteidigung);;Brigitta Hartmann;GP;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;28.05.2013;26.06.2013;;;;;
13.02.2013;0082/2012-2016/GR;82;Verdichtet bauen - auch bei Parkplätzen;Motion;2;"70.2 Baugesetz; Planungen Hoch- und Tiefbau, Baulinien";;;Raumplanungs- und Wohnungswesen;;;Toni Kappeler;GP;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;22.01.2014;26.02.2014;erheblich;1;;;
13.02.2013;0085/2012-2016/GR;85;Französisch erst auf der Sekundarstufe;Motion;2;41.2 Oberstufen: Real- und Sekundarschulen;;;Bildung;;;Verena Herzog;SVP;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;06.05.2014;13.08.2014;erheblich;1;;;
13.02.2013;0088/2012-2016/GR;88;Gefahren des Cannabis-Konsums;Einfache Anfrage;5;81.2 Heilmittel, Betäubungsmittel, Suchtprobleme;;;Gesundheit;;;Andrea Vonlanthen;SVP;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;17.04.2013;;;;;;
13.02.2013;0083/2012-2016/GR;83;Generelle Lohnanpassung des Staatspersonals;Motion;2;17.7 Staatspersonal: einzelne Personalentscheide;;;Staatspolitik;Beschäftigung und Arbeit ;;Moritz Tanner;SVP;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;17.12.2013;12.03.2014;nicht erheblich;2;;;
13.02.2013;0084/2012-2016/GR;84;Intervention bei Gemeindekonflikten;Motion;2;13.1 Gebiet, Organisation, Reglemente, Verwaltung;;;Staatspolitik;;;Andrea Vonlanthen;SVP;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;13.08.2013;23.10.2013;nicht erheblich;2;;;
13.02.2013;0089/2012-2016/GR;89;Unterhaltskonzept der Thur;Einfache Anfrage;5;72.1 Wasserwirtschaft, Wasserbau, Oeffentliche Gewässer;;;Raumplanungs- und Wohnungswesen;Wirtschaft;;Hans-Peter Wägeli;SVP;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;17.04.2013;;;;;;
13.03.2013;0094/2012-2016/GR;94;Standesinitiative zur Ergänzung von Art. 25a des KVG betreffend die Pflegefinanzierung;Motion;2;83.2 Kranken- und Unfallversicherung, Vereinbarungen;;;Sozialer Schutz;Soziale Fragen;;Regula Streckeisen;EVP;7;Kurt Baumann;SVP;1;David H. Bon;FDP;2;Josef Gemperle;CVP;3;Hans-Peter Grunder;BDP;9;Robert Meyer;glp;6;Katharina Winiger;GP;5;Daniel Wittwer;EDU;8;;;;;;;20.08.2013;23.10.2013;erheblich;1;;;
13.03.2013;0096/2012-2016/GR;96;Wirkung des revidierten Raumplanungsgesetzes;Einfache Anfrage;5;70.1 Raumplanung, Richtpläne;;;Raumplanungs- und Wohnungswesen;;;Andreas Guhl;BDP;9;Kolumban Helfenberger;BDP;9;;;;;;;;;;;;;;;;;;;;;;;;;08.05.2013;;;;;;
13.03.2013;0101/2012-2016/GR;101;Aktueller Stand der Um- und Ausbauten der Frauenfeld-Wil-Bahn;Einfache Anfrage;5;74.2 Schienenverkehr, Bahnen, NEAT, Bahn 2000, Regional;;;Verkehr;;;Hanspeter Wehrle;FDP;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;08.05.2013;;;;;;
13.03.2013;0098/2012-2016/GR;98;Inkrafttreten Biberkonzept Kanton Thurgau;Einfache Anfrage;5;92.2 Jagd und Vogelschutz;;;Landwirtschaft;;;Toni Kappeler;GP;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;08.05.2013;;;;;;
13.03.2013;0095/2012-2016/GR;95;Praxis im öffentlichen Beschaffungswesen;Interpellation;4;17.1 Grosser Rat;;;Parlament;Staatspolitik;;Peter Gubser;SP;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;25.02.2014;12.03.2014;;;;;
13.03.2013;0097/2012-2016/GR;97;Thurgauer Geld für die Economiesuisse;Einfache Anfrage;5;95.1 TKB, Bankenaufsicht;;;Wirtschaft;Staatspolitik;;Felix Heller;SP;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;08.05.2013;;;;;;
13.03.2013;0100/2012-2016/GR;100;E-Rechnung in der kantonalen Verwaltung;Einfache Anfrage;5;61.1 Finanzhaushalt, Finanzverwaltung und -kontrolle;;;Finanzwesen;Staatspolitik;;Fabienne Schnyder;SVP;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;08.05.2013;;;;;;
13.03.2013;0099/2012-2016/GR;99;Vergabe der hochspezialisierten Medizin ausser Kontrolle;Einfache Anfrage;5;83.2 Kranken- und Unfallversicherung, Vereinbarungen;;;Sozialer Schutz;Soziale Fragen;;Hermann Lei;SVP;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;08.05.2013;;;;;;
27.03.2013;0107/2012-2016/GR;107;Einführung eines vereinfachten Einbürgerungsverfahrens;Motion;2;14.1 Bürgerrecht, Ein- und Ausbürgerungen, Taxen;;;Staatspolitik;Migration;;Felix Heller;SP;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;04.03.2014;23.04.2014;Rückzug;4;;;
27.03.2013;0108/2012-2016/GR;108;Steuerausfälle durch Steuerrabatte;Einfache Anfrage;5;64.1 Staats- und Gemeindesteuern, allgemeine Organisation;;;Steuern;Finanzwesen;;Peter Gubser;SP;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;08.05.2013;;;;;;
27.03.2013;0109/2012-2016/GR;109;Verlängerung der Aufenthaltsbewilligung trotz Arbeitslosigkeit;Einfache Anfrage;5;14.2 Niederlassung, Aufenthalt, Asyl;;;Staatspolitik;Migration;;Ruedi Zbinden;SVP;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;29.05.2013;;;;;;
17.04.2013;0112/2012-2016/GR;112;Schaffung der gesetzlichen Grundlage für ein niederschwelliges Berufsausbildungs-Angebot;Motion;2;41.4 Berufliches Bildungswesen;;;Bildung;;;Roland A. Huber;BDP;9;Margrit Aerne;SVP;1;Cäcilia Bosshard;CVP;3;Turi Schallenberg;SP;4;Kristiane Vietze;FDP;2;;;;;;;;;;;;;;;;22.01.2014;26.02.2014;erheblich;1;;;
17.04.2013;0113/2012-2016/GR;113;Eröffnung eines Babyfensters im Kanton Thurgau;Motion;2;81.1 Berufe, Ausbildung, Schulen, Spitäler, Anstalten;;;Gesundheit;Beschäftigung und Arbeit ;Soziale Fragen;Jürg Wiesli;glp;6;Andrea Vonlanthen;SVP;1;Astrid Ziegler;CVP;3;;;;;;;;;;;;;;;;;;;;;;19.11.2013;18.12.2013;nicht erheblich;2;;;
17.04.2013;0114/2012-2016/GR;114;Privatisierung des Fremdsprachenunterrichts an der Kantonsschule;Einfache Anfrage;5;41.5 Mittelschulen: Kantonsschulen und Seminare;;;Bildung;;;Peter Gubser;SP;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;26.06.2013;;;;;;
17.04.2013;0115/2012-2016/GR;115;Verhalten des Regierungsrates in Sachen Sitzverlegung EKT;Einfache Anfrage;5;95.4 EKT (und NOK);;;Energie;Staatspolitik;;Urs Martin;SVP;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;29.05.2013;;;;;;
08.05.2013;0126/2012-2016/GR;126;Leben mit Demenz im Kanton Thurgau;Antrag nach § 52 der Geschäftsordnung des Grossen Rates;7;81.0 Allgemeines, Organisation, Gesetz, Taxen;;;Gesundheit;;;Edith Wohlfender;SP;4;Regina Rüetschi;GP;5;;;;;;;;;;;;;;;;;;;;;;;;;25.03.2014;07.05.2014;;;;;
08.05.2013;0125/2012-2016/GR;125;Thurgauer Langsamverkehr;Antrag nach § 52 der Geschäftsordnung des Grossen Rates;7;74.1 Strassenverkehr, öffentlicher Verkehr auf Strassen;;;Verkehr;;;Toni Kappeler;GP;5;Barbara Kern;SP;4;;;;;;;;;;;;;;;;;;;;;;;;;25.02.2014;23.04.2014;erheblich;1;;;
08.05.2013;0127/2012-2016/GR;127;Pensionskasse Thurgau - mehr Transparenz;Einfache Anfrage;5;17.7 Staatspersonal: einzelne Personalentscheide;;;Staatspolitik;Beschäftigung und Arbeit ;;Ueli Fisch;glp;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;26.06.2013;;;;;;
08.05.2013;0128/2012-2016/GR;128;Asphaltrecycling auf Flurstrasse - Bauvorhaben ohne Baubewilligung?;Einfache Anfrage;5;72.3 Strassenwesen: Gesetz, Strassenbau, Autobahnen;;;Raumplanungs- und Wohnungswesen;;;Toni Kappeler;GP;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;14.08.2013;;;;;;
08.05.2013;0130/2012-2016/GR;130;Gründung der Swiss East Power AG;Einfache Anfrage;5;95.4 EKT (und NOK);;;Energie;Staatspolitik;;Urs Martin;SVP;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;14.08.2013;;;;;;
08.05.2013;0129/2012-2016/GR;129;Streusalzverbrauch für den Winterdienst;Einfache Anfrage;5;72.3 Strassenwesen: Gesetz, Strassenbau, Autobahnen;;;Raumplanungs- und Wohnungswesen;;;Moritz Tanner;SVP;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;14.08.2013;;;;;;
12.06.2013;0137/2012-2016/GR;137;Schule Thurgau - Quo vadis?;Interpellation;4;41.0 Unterrichtswesen, Lehrerorganisation und -fortbildung;;;Bildung;;;Urs Schrepfer;SVP;1;Andrea Vonlanthen;SVP;1;Hanspeter Gantenbein;SVP;1;;;;;;;;;;;;;;;;;;;;;;12.11.2013;04.12.2013;;;;;
26.06.2013;0145/2012-2016/GR;145;Einschränkung der Inventararbeit bei der Denkmalpflege;Leistungsmotion;3;45.2 Heimatschutz;;;Raumplanungs- und Wohnungswesen;Umwelt;;David Zimmermann;SVP;1;Hans Munz;FDP;2;;;;;;;;;;;;;;;;;;;;;;;;;29.04.2014;13.08.2014;Abschreibung;6;;;
26.06.2013;0144/2012-2016/GR;144;Hinweisinventare ohne Verbindlichkeit;Motion;2;45.2 Heimatschutz;;;Raumplanungs- und Wohnungswesen;Umwelt;;Heidi Grau;FDP;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;17.06.2014;13.08.2014;erheblich;1;;;
26.06.2013;0139/2012-2016/GR;139;Französisch an den Aufnahmeprüfungen der Thurgauer Mittelschulen - Konsequenzen aus dem Fremdsprachenmodell 3-5;Einfache Anfrage;5;41.5 Mittelschulen: Kantonsschulen und Seminare;;;Bildung;;;Josef Brägger;GP;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;11.09.2013;;;;;;
26.06.2013;0143/2012-2016/GR;143;Neuorganisation der Schlichtungsbehörden;Motion;2;17.3 Richterliche Behörden, Anwaltswesen;;;Gerichtswesen;;;Kathrin Erni;GP;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;10.06.2014;13.08.2014;nicht erheblich;2;;;
26.06.2013;0141/2012-2016/GR;141;Umsetzung des Integrationsprogramms;Einfache Anfrage;5;14.2 Niederlassung, Aufenthalt, Asyl;;;Staatspolitik;Migration;;Regina Rüetschi;GP;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;11.09.2013;;;;;;
26.06.2013;0147/2012-2016/GR;147;Verbesserungspotenzial beim kantonalen Vollzug des Tierschutzgesetzes;Einfache Anfrage;5;31.2 Strafverfolgung: Staatsanwaltschaft, Jugendanwaltschaft;;;Recht allgemein;;;Kathrin Erni;GP;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;11.09.2013;;;;;;
26.06.2013;0146/2012-2016/GR;146;Care Migration im Thurgau;Interpellation;4;14.3 Fremdenpolizei, Grenzverkehr, Ausweisschriften;;;Migration;Staatspolitik;;Edith Wohlfender;SP;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;01.04.2014;27.08.2014;;;;;
26.06.2013;0140/2012-2016/GR;140;Unternehmenssteuerreform III;Einfache Anfrage;5;64.1 Staats- und Gemeindesteuern, allgemeine Organisation;;;Steuern;Finanzwesen;;Cornelia Komposch;SP;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;11.09.2013;;;;;;
26.06.2013;0142/2012-2016/GR;142;Einsatz von LAM (Kalciumaluminiumsulfat) anstelle von Streptomycin gegen das Feuerbrandbakterium;Einfache Anfrage;5;91.5 Pflanzenanbau und -schutz, Rebkorporationen, Engerlingsfonds;;;Landwirtschaft;;;Moritz Tanner;SVP;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;11.09.2013;;;;;;
14.08.2013;0157/2012-2016/GR;157;Ergänzung des Gesetzes über die Zivil- und Strafrechtspflege (ZSRG);Motion;2;17.0 Allgemeine Aufsicht, Verwaltungsrechtspflege;;;Staatspolitik;Gerichtswesen;;Alex Frei;CVP;3;Hans Munz;FDP;2;Helen Jordi;EDU;8;Erwin Imhof;SVP;1;Inge Abegglen;SP;4;;;;;;;;;;;;;;;;01.07.2014;27.08.2014;nicht erheblich;2;;;
14.08.2013;0155/2012-2016/GR;155;Finanzielle Mittelbeschaffung der Thurmed AG Holding;Einfache Anfrage;5;83.2 Kranken- und Unfallversicherung, Vereinbarungen;;;Sozialer Schutz;Soziale Fragen;;Daniel Wittwer;EDU;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.11.2013;;;;;;
14.08.2013;0150/2012-2016/GR;150;Bonus/Malus-Gruppenprämiensystem der kantonalen Verwaltung - Funktionalität und Wirksamkeit;Einfache Anfrage;5;61.1 Finanzhaushalt, Finanzverwaltung und -kontrolle;;;Finanzwesen;Staatspolitik;;Wolfgang Ackerknecht;EVP;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;23.10.2013;;;;;;
14.08.2013;0151/2012-2016/GR;151;Auswirkungen bei Annahme der Volksinitiative '1:12 - Für gerechte Löhne' auf den Kanton und die Gemeinden im Kanton Thurgau;Einfache Anfrage;5;10.0 Bundesverfassung / Menschenrechte;;;Staatspolitik;;;Hansjörg Brunner;FDP;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;23.10.2013;;;;;;
14.08.2013;0153/2012-2016/GR;153;Organspenden im Thurgau;Einfache Anfrage;5;81.0 Allgemeines, Organisation, Gesetz, Taxen;;;Gesundheit;;;Walter Schönholzer;FDP;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;23.10.2013;;;;;;
14.08.2013;0154/2012-2016/GR;154;Kostentransparenz für Projekt MoniThur;Einfache Anfrage;5;90.0 Wirtschaftliche Entwicklung;;;Wirtschaft;;;Jürg Wiesli;glp;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;23.10.2013;;;;;;
14.08.2013;0152/2012-2016/GR;152;Stand Thurkorrektion zwischen Bürglen und Weinfelden;Einfache Anfrage;5;72.1 Wasserwirtschaft, Wasserbau, Oeffentliche Gewässer;;;Raumplanungs- und Wohnungswesen;Wirtschaft;;Turi Schallenberg;SP;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;23.10.2013;;;;;;
14.08.2013;0085/2020-2024/GR;85;Planungs- und Baugesetz vom 21. Dezember 2011;Parlamentarische Initiative;1;70.1 Raumplanung, Richtpläne;;;Raumplanungs- und Wohnungswesen;;;Max Arnold;SVP;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18.12.2013;28.05.2014;
14.08.2013;0156/2012-2016/GR;156;Planungs- und Baugesetz vom 21. Dezember 2011;Parlamentarische Initiative;1;16.1 Initiativen, Referenden;;;Staatspolitik;;;Max Arnold;SVP;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18.12.2013;28.05.2014;
11.09.2013;0158/2012-2016/GR;158;Volksschule ohne Parallelgesellschaft;Motion;2;41.1 Unterstufen: Kindergarten, Volks- und Primarschule;;;Bildung;;;Ruedi Zbinden;SVP;1;Brigitte Schönholzer;SVP;1;Marcel Schenker;SVP;1;;;;;;;;;;;;;;;;;;;;;;19.08.2014;29.09.2014;nicht erheblich;2;;;
11.09.2013;0162/2012-2016/GR;162;Thurgauer Fliessgewässer opfern - für (fast) nichts?;Einfache Anfrage;5;72.1 Wasserwirtschaft, Wasserbau, Oeffentliche Gewässer;;;Raumplanungs- und Wohnungswesen;Wirtschaft;;Toni Kappeler;GP;5;Jost Rüegg;GP;5;;;;;;;;;;;;;;;;;;;;;;;;;20.11.2013;;;;;;
11.09.2013;0159/2012-2016/GR;159;Ständige Liste;Einfache Anfrage;5;72.0 Submissionswesen Bau, Beschaffungswesen öffentliche Hand;;;Raumplanungs- und Wohnungswesen;Wirtschaft;;Thomas Bornhauser;FDP;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.11.2013;;;;;;
11.09.2013;0160/2012-2016/GR;160;Offene Fragen zum Kunstmuseum;Einfache Anfrage;5;72.0 Submissionswesen Bau, Beschaffungswesen öffentliche Hand;;;Raumplanungs- und Wohnungswesen;Wirtschaft;;Kurt Egger;GP;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.11.2013;;;;;;
11.09.2013;0163/2012-2016/GR;163;Interessenskonflikte des Spar-Experten?;Einfache Anfrage;5;61.1 Finanzhaushalt, Finanzverwaltung und -kontrolle;;;Finanzwesen;Staatspolitik;;Cornelia Komposch;SP;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.11.2013;;;;;;
11.09.2013;0164/2012-2016/GR;164;Carlos im Thurgau?;Einfache Anfrage;5;34.2 Anstalten, Massnahmen, Schutzaufsicht, Opferhilfe, Begnadigung;;;Recht allgemein;;;Hermann Lei;SVP;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.11.2013;;;;;;
11.09.2013;0165/2012-2016/GR;165;Konsequenzen des Rundschreibens BAFU/ARE vom 9. April 2013;Einfache Anfrage;5;"70.2 Baugesetz; Planungen Hoch- und Tiefbau, Baulinien";;;Raumplanungs- und Wohnungswesen;;;Urs Martin;SVP;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.11.2013;;;;;;
11.09.2013;0161/2012-2016/GR;161;Neueinstellungen von über 55-Jährigen in der Kantonalen Verwaltung;Einfache Anfrage;5;17.7 Staatspersonal: einzelne Personalentscheide;;;Staatspolitik;Beschäftigung und Arbeit ;;Diana Gutjahr;SVP;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.11.2013;;;;;;
30.09.2013;0170/2012-2016/GR;170;Einbürgerungstest im Kanton Thurgau;Antrag nach § 52 der Geschäftsordnung des Grossen Rates;7;14.1 Bürgerrecht, Ein- und Ausbürgerungen, Taxen;;;Staatspolitik;Migration;;Regina Rüetschi;GP;5;Hermann Lei;SVP;1;;;;;;;;;;;;;;;;;;;;;;;;;10.06.2014;27.08.2014;;;;;
