DATUM_VORSTOSS_EINGANG;NR_LEGISLATUR;GRG_NR;VORSTOSS_BEZEICHNUNG;VORSTOSSART_BEZEICHNUNG;VORSTOSSART_CODE;Sachbegriffe_GRGEKO_1;Sachbegriffe_GRGEKO_2;Sachbegriffe_GRGEKO_3;Thema_1;Thema_2;Thema_3;VORSTOESSER_IN_1;PARTEI_BEZEICHNUNG_1;PARTEI_CODE_1;VORSTOESSER_IN_2;PARTEI_BEZEICHNUNG_2;PARTEI_CODE_2;VORSTOESSER_IN_3;PARTEI_BEZEICHNUNG_3;PARTEI_CODE_3;VORSTOESSER_IN_4;PARTEI_BEZEICHNUNG_4;PARTEI_CODE_4;VORSTOESSER_IN_5;PARTEI_BEZEICHNUNG_5;PARTEI_CODE_5;VORSTOESSER_IN_6;PARTEI_BEZEICHNUNG_6;PARTEI_CODE_6;VORSTOESSER_IN_7;PARTEI_BEZEICHNUNG_7;PARTEI_CODE_7;VORSTOESSER_IN_8;PARTEI_BEZEICHNUNG_8;PARTEI_CODE_8;VORSTOESSER_IN_9;PARTEI_BEZEICHNUNG_9;PARTEI_CODE_9;VORSTOESSER_IN_10;PARTEI_BEZEICHNUNG_10;PARTEI_CODE_10;BEANTWORTUNG_REGIERUNGSRAT;DATUM_BESCHLUSS_GR;BESCHLUSS_GR;BESCHLUSS_GR_CODE;VORLAEUFIGE_UNTERSTUETZUNG;ERLEDIGUNG_GR;DATUM_BEANTWORTUNG_REGIERUNGSRAT
26.08.2020;0051/2020-2024/GR;51;Wo steht die Elektromobilität in der Verwaltung?;Einfache Anfrage;5;73.3 Andere Energien: Gas, Fernwärme, Solarenergie etc.;;;Energie;;;Marco Rüegg;glp;6; ;;; ;;; ;;; ;;; ;;; ;;;;;;;;;;;;27.10.2020;;;;;;
18.11.2020;0077/2020-2024/GR;77;Schutzmasken gegen Corona bei Kindern unbedenklich?;Einfache Anfrage;5;41.0 Unterrichtswesen, Lehrerorganisation und -fortbildung;;;Bildung;;;Marco Rüegg;glp;6;Katharina Bünter;CVP;3; ;;; ;;; ;;; ;;; ;;;;;;;;;;;;22.12.2020;;;;;;
18.11.2020;0083/2020-2024/GR;83;Corona-Krise: Massnahmen für Lehrstellensuchende und Lehrstellensuchende und LehrabgängerInnen;Einfache Anfrage;5;41.4 Berufliches Bildungswesen;;;Bildung;;;Nicole Zeitner;glp;6;Elisabeth Rickenbach;EVP;7;Heinz Keller;SVP;1; ;;; ;;; ;;; ;;;;;;;;;;;;pendent;;pendent;5;;;
16.12.2020;0103/2020-2024/GR;103;50 Jahre Frauenstimmrecht und was macht der Kanton?;Einfache Anfrage;5;16.2 Abstimmungen;;;Staatspolitik;;;Nicole Zeitner;glp;6;Sabina Peter Köstli;CVP;3;Christina Pagnoncini;glp;6;Cornelia Hasler-Roost;FDP;2;Judith Ricklin;SVP;1;Doris Günter;EVP;7;Gina Rüetschi;GP;5;Sonja Wiesmann ;SP;4;;;;;;;pendent;;pendent;5;;;
11.03.2020;0499/2016-2020/GR;499;Werden kantonale Dächer konsequent genutzt?;Einfache Anfrage;5;"70.2 Baugesetz; Planungen Hoch- und Tiefbau, Baulinien";;;Raumplanungs- und Wohnungswesen;;;Stefan Leuthold;glp;6;Ueli Fisch;glp;6; ;;; ;;; ;;; ;;; ;;;;;;;;;;;;21.04.2020;;;;;;
11.03.2020;0500/2016-2020/GR;500;Entschädigung für Lasten der dezentralen, erneuerbaren Energieproduktion?;Einfache Anfrage;5;61.3 Finanzausgleich;;;Finanzwesen;Staatspolitik;;Stefan Leuthold;glp;6;Christina Pagnoncini;glp;6; ;;; ;;; ;;; ;;; ;;;;;;;;;;;;23.06.2020;;;;;;
21.10.2020;0068/2020-2024/GR;68;Aufgabenteilung zwischen Wirtschafts- und Berufsverbänden und Ämtern;Einfache Anfrage;5;13.1 Gebiet, Organisation, Reglemente, Verwaltung;;;Staatspolitik;;;Stefan Leuthold;glp;6;Beat Pretali;FDP;2; ;;; ;;; ;;; ;;; ;;;;;;;;;;;;08.12.2020;;;;;;
16.12.2020;0101/2020-2024/GR;101;Neues Holzheizkraftwerk Frauenfeld: Ein Gewinn für den Thurgau?;Einfache Anfrage;5;72.0 Submissionswesen Bau, Beschaffungswesen öffentliche Hand;;;Raumplanungs- und Wohnungswesen;Wirtschaft;;Stefan Leuthold;glp;6;Christian Mader;EDU;8; ;;; ;;; ;;; ;;; ;;;;;;;;;;;;pendent;;pendent;5;;;
04.12.2019;0446/2016-2020/GR;446;Welche Ideen hat das Volk zur Verwendung der TKB-Millionen?;Einfache Anfrage;5;95.1 TKB, Bankenaufsicht;;;Wirtschaft;Staatspolitik;;Ueli Fisch;glp;6;Reto Ammann;glp;6; ;;; ;;; ;;; ;;; ;;;;;;;;;;;;18.02.2020;;;;;;
06.05.2020;0516/2016-2020/GR;516;Impulsprogramm für den Thurgau nach Corona;Einfache Anfrage;5;90.0 Wirtschaftliche Entwicklung;;;Wirtschaft;;;Ueli Fisch;glp;6;Reto Ammann;glp;6;Stefan Leuthold;glp;6; ;;; ;;; ;;; ;;;;;;;;;;;;30.06.2020;;;;;;
26.08.2020;0047/2020-2024/GR;47;Lotteriefonds - der 44 Millionen Schatz;Einfache Anfrage;5;93.2 Dienstleistungen, Tourismus, Lotterien, Sport-Toto;;;Wirtschaft;Finanzwesen;;Ueli Fisch;glp;6;Jorim Schäfer;glp;6; ;;; ;;; ;;; ;;; ;;;;;;;;;;;;20.10.2020;;;;;;
09.09.2020;0057/2020-2024/GR;57;Unternimmt der Kanton genug, um Patienten vor falschen Heilmitteln zu schützen?;Einfache Anfrage;5;81.2 Heilmittel, Betäubungsmittel, Suchtprobleme;;;Gesundheit;;;Ueli Fisch;glp;6; ;;; ;;; ;;; ;;; ;;; ;;;;;;;;;;;;03.11.2020;;;;;;
18.11.2020;0076/2020-2024/GR;76;Personalpolitik in den Aufsichtsgremien der Energieversorger;Einfache Anfrage;5;17.0 Allgemeine Aufsicht, Verwaltungsrechtspflege;73.2 Elektrizität inkl. Versorgung, Wasserkraft, AKW;;Staatspolitik;Gerichtswesen;Energie;Ueli Fisch;glp;6; ;;; ;;; ;;; ;;; ;;; ;;;;;;;;;;;;pendent;;pendent;5;;;
06.11.2019;0431/2016-2020/GR;431;In die Lehre gehen oder in die Leere laufen lassen;Interpellation;4;14.2 Niederlassung, Aufenthalt, Asyl;82.3 Arbeitsmarkt, Wirtschaftsförderung;;Staatspolitik;Migration;Beschäftigung und Arbeit;Reto Ammann;glp;6;Iwan Wüst;EDU;8; ;;; ;;; ;;; ;;; ;;;;;;;;;;;;pendent;pendent;pendent;5;;;
24.04.2019;0353/2016-2020/GR;353;Stimmrechtsalter 16 im Kanton Thurgau;Motion;2;41.9 Jugendpolitik;16.2 Abstimmungen;;Bildung;Staatspolitik;;Lucas Orellano;glp;6;Stefan Leuthold;glp;6; ;;; ;;; ;;; ;;; ;;;;;;;;;;;;14.04.2020;12.08.2020;nicht erheblich;2;;;
23.10.2019;0424/2016-2020/GR;424;Statistik im Bereich LGBTIQ+ -feindliche Aggressionen;Motion;2;55.1 Polizeikorps / interkantonale Zusammenarbeit;;;Sicherheitspolitik;;;Reto Ammann;glp;6;Karin Bétrisey;GP;5;Dominik Diezi;CVP;3;Nina Schläfli;SP;4;Anders Stokholm;FDP;2; ;;; ;;;;;;;;;;;;17.11.2020;pendent;pendent;5;;;
08.01.2020;0463/2016-2020/GR;463;Übertragung der Ratsdebatten - ein Beitrag für mehr Transparenz und Bürgernähe;Motion;2;17.0 Allgemeine Aufsicht, Verwaltungsrechtspflege;;;Staatspolitik;Gerichtswesen;;Ueli Fisch;glp;6;Hermann Lei;SVP;1;Turi Schallenberg;SP;4;Lucas Orellano;glp;6; ;;; ;;; ;;;;;;;;;;;;Büro: 16.12.2020;pendent;pendent;5;;;
12.08.2020;0041/2020-2024/GR;41;Mehr Sicherheit bei Wahlen und Abstimmungen;Motion;2;13.1 Gebiet, Organisation, Reglemente, Verwaltung;;;Staatspolitik;;;Ueli Fisch;glp;6;Sonja Wiesmann;SP;4;Anders Stokholm;FDP;2;Hansjörg Haller;EVP;7;Sabina Peter;CVP;3;Hermann Lei;SVP;1;Daniel Frischknecht;EDU;8;;;;;;;;;;pendent;pendent;pendent;5;;;
26.08.2020;0046/2020-2024/GR;46;Digitales Thurgauer Parlament;Motion;2;17.1 Grosser Rat;;;Parlament;Staatspolitik;;Ueli Fisch;glp;6;Hermann Lei;SVP;1;Turi Schallenberg;SP;4; ;;; ;;; ;;; ;;;;;;;;;;;;Büro: pendent;pendent;pendent;5;;;
17.06.2020;0036/2020-2024/GR;36;Sozialhilfe während Epidemie-Massnahmen;Einfache Anfrage;5;85.0 Fürsorge, Massnahmen, Kinderheime, Heimaufsicht;;;Sozialer Schutz;Soziale Fragen;;Gina Rüetschi;GP;5; ;;; ;;; ;;; ;;; ;;; ;;;;;;;;;;;;11.08.2020;;;;;;
20.05.2020;0024/2020-2024/GR;24;Pandemieplan Thurgau - Erwachen aus dem Schlaf?;Einfache Anfrage;5;81.8 Krankheitsbekämpfung / Unfallverhütung;;;Gesundheit;;;Karin Bétrisey;GP;5; ;;; ;;; ;;; ;;; ;;; ;;;;;;;;;;;;30.06.2020;;;;;;
06.05.2020;0514/2016-2020/GR;514;Bundesparlament spricht Millionen für die Kinderbetreuung - was gedenkt der Kanton Thurgau zu tun?;Einfache Anfrage;5;21.1 ZGB, EG/ZGB, Vormundschaft, Waisenämter;;;Recht allgemein;;;Katharina Bünter;CVP;5; ;;; ;;; ;;; ;;; ;;; ;;;;;;;;;;;;23.06.2020;;;;;;
20.11.2019;0438/2016-2020/GR;438;PH Thurgau: Wie weiter nach dem Untersuchungsbericht?;Einfache Anfrage;5;41.6 Hochschulen: Universitäten, Technika, Höhere Fachschule;;;Bildung;;;Peter Dransfeld;GP;5;Kurt Egger;GP;5;Franz Eugster;CVP;3;Ueli Fisch;glp;6;Toni Kappeler;GP;5;Hermann Lei;SVP;1;Peter Schenk;EDU;8;Andrea Vonlanthen;SVP;1;;;;;;;14.01.2020;;;;;;
12.02.2020;0475/2016-2020/GR;475;Fragen zu Führung und Kommunikation;Einfache Anfrage;5;13.1 Gebiet, Organisation, Reglemente, Verwaltung;;;Staatspolitik;;;Peter Dransfeld;GP;5;Jost Rüegg;GP;5; ;;; ;;; ;;; ;;; ;;;;;;;;;;;;14.04.2020;;;;;;
12.02.2020;0474/2016-2020/GR;474;Wahlwerbung von Amtes wegen;Einfache Anfrage;5;10.1 Kantonsverfassung und Staatsverträge;;;Staatspolitik;;;Peter Dransfeld;GP;5; ;;; ;;; ;;; ;;; ;;; ;;;;;;;;;;;;05.05.2020;;;;;;
01.07.2020;0039/2020-2024/GR;39;Ursachen und Kosten einer Wahlfälschung;Einfache Anfrage;5;16.4 Proporzwahlen;;;Staatspolitik;;;Peter Dransfeld;GP;5;Bernhard Braun;GP;5; ;;; ;;; ;;; ;;; ;;;;;;;;;;;;25.08.2020;;;;;;
12.08.2020;0044/2020-2024/GR;44;Ferienjobs für Regierungsräte;Einfache Anfrage;5;17.1 Grosser Rat;17.2 Regierungsrat;;Parlament;Staatspolitik;;Peter Dransfeld;GP;5; ;;; ;;; ;;; ;;; ;;; ;;;;;;;;;;;;29.09.2020;;;;;;
26.08.2020;0050/2020-2024/GR;50; Solide Berufswahl braucht Zeit;Einfache Anfrage;5;17.7 Staatspersonal: einzelne Personalentscheide;;;Staatspolitik;Beschäftigung und Arbeit ;;Sandra Reinhart;GP;5; ;;; ;;; ;;; ;;; ;;; ;;;;;;;;;;;;27.10.2020;;;;;;
20.05.2020;0026/2020-2024/GR;26;Aufnahme von Flüchtenden aus humanitären Gründen;Einfache Anfrage;5;14.2 Niederlassung, Aufenthalt, Asyl;;;Staatspolitik;Migration;;Simon Vogel;GP;5; ;;; ;;; ;;; ;;; ;;; ;;;;;;;;;;;;03.08.2020;;;;;;
18.11.2020;0080/2020-2024/GR;80;Pestizidbelastung in der Luft;Einfache Anfrage;5;81.4 Umweltschutz: Allgemein, Boden, Wasser, Luft, Abfall;;;Umwelt;Gesundheit;;Simon Weilenmann;GP;5; ;;; ;;; ;;; ;;; ;;; ;;;;;;;;;;;;pendent;;pendent;5;;;
24.04.2019;0354/2016-2020/GR;354;Istanbul-Konvention - Kantonale Analyse und Umsetzung;Interpellation;4;;;;Internationale Politik;Recht allgemein;Soziale Fragen;Gina Rüetschi;GP;5; ;;; ;;; ;;; ;;; ;;; ;;;;;;;;;;;;17.12.2019;12.02.2020;;;;;
19.12.2018;0306/2016-2020/GR;306;Entwicklungsschwerpunkt (ESP) Wil West: ein Leuchtturmprojekt ohne öffentliche Diskussion?;Interpellation;4;73.1 Allgemeines, Energiegesetz, Kernenergie, Strahlenschutz;;;Energie;;;Kurt Egger;GP;5; ;;; ;;; ;;; ;;; ;;; ;;;;;;;;;;;;01.09.2020;16.12.2020;;;;;
08.05.2019;0371/2016-2020/GR;371;Nachhaltig Investieren;Interpellation;4;81.4 Umweltschutz: Allgemein, Boden, Wasser, Luft, Abfall;;;Umwelt;Gesundheit;;Kurt Egger;GP;5;Ruedi Zbinden;SVP;1;David H. Bon;FDP;2;Peter Schenk;EDU;8; ;;; ;;; ;;;;;;;;;;;;28.04.2020;06.05.2020;;;;;
19.12.2018;0305/2016-2020/GR;305;Herzklinik: Rückblick und Ausblick;Interpellation;4;81.1 Berufe, Ausbildung, Schulen, Spitäler, Anstalten;;;Gesundheit;Beschäftigung und Arbeit ;Soziale Fragen;Peter Dransfeld;GP;5;Brigitta Engeli;GP;5;Jost Rüegg;GP;5; ;;; ;;; ;;; ;;;;;;;;;;;;pendent;pendent;pendent;5;;;
01.07.2020;0037/2020-2024/GR;37;Corona-Krise: Rückblick und Ausblick;Interpellation;4;81.8 Krankheitsbekämpfung / Unfallverhütung;;;Gesundheit;;;Peter Dransfeld;GP;5;Petra Merz;CVP;3; ;;; ;;; ;;; ;;; ;;;;;;;;;;;;08.09.2020;pendent;pendent;5;;;
04.12.2019;0445/2016-2020/GR;445;Pflanzenschutzmittel in unseren Gewässern und im Grundwasser;Interpellation;4;72.1 Wasserwirtschaft, Wasserbau, Oeffentliche Gewässer;;;Raumplanungs- und Wohnungswesen;Wirtschaft;;Toni Kappeler;GP;5;Nina Schläfli;SP;4; ;;; ;;; ;;; ;;; ;;;;;;;;;;;;pendent;pendent;pendent;5;;;
21.10.2020;0061/2020-2024/GR;61;Stallbau im Spannungsfeld von Luftreinhaltung und Landschaftsschutz;Interpellation;4;91.0 Agrarpolitische Massnahmen, bäuerliches Bodenrecht;;;Landwirtschaft;;;Toni Kappeler;GP;5;Edith Wohlfender;SP;4;Peter Dransfeld;GP;5; ;;; ;;; ;;; ;;;;;;;;;;;;pendent;pendent;pendent;5;;;
02.12.2020;0088/2020-2024/GR;88;Biodiversitätsschädigende Subventionen im Thurgau;Antrag nach § 52 der Geschäftsordnung des Grossen Rates;7;91.0 Agrarpolitische Massnahmen, bäuerliches Bodenrecht;;;Landwirtschaft;;;Mathis Müller;GP;5;Stefan Leuthold;glp;6;René Walther;FDP;2; ;;; ;;; ;;; ;;;;;;;;;;;;pendent;pendent;pendent;5;;;
20.11.2019;0435/2016-2020/GR;435;Nulltoleranz bei Mobbing an Thurgauer Schulen;Leistungsmotion;3;41.1 Unterstufen: Kindergarten, Volks- und Primarschule;;;Bildung;;;Karin Bétrisey;GP;5;Cornelia Zecchinel;FDP;2;Barbara Dätwyler Weber;SP;4;Roland A. Huber;BDP;9; ;;; ;;; ;;;;;;;;;;;;04.02.2020;01.07.2020;nicht erheblich;2;;;
22.01.2020;0469/2016-2020/GR;469;Risikogarantie für eine Pilot-Windenergieanlage;Leistungsmotion;3;73.3 Andere Energien: Gas, Fernwärme, Solarenergie etc.;;;Energie;;;Toni Kappeler;GP;5;Leuthold ;glp;6;Gemperle ;CVP;3; ;;; ;;; ;;; ;;;;;;;;;;;;16.06.2020;12.08.2020;Rückzug;4;;;
02.12.2020;0086/2020-2024/GR;86;Bildung einer ständigen Kommission Klima- Energie und Umwelt;Motion;2;;;;Staatspolitik;Energie;Umwelt;Karin Bétrisey;GP;5;Daniel Eugster;FDP;2;Josef Gemperle;CVP;3;Christina Pagnoncini;glp;6;Christine Steiger Eggli;SP;4;Elisabeth Rickenbach;EVP;7; ;;;;;;;;;;;;pendent;pendent;pendent;5;;;
12.09.2018;0271/2016-2020/GR;271;Denkmalpflege und Baufachnormen;Motion;2;45.2 Heimatschutz;;;Raumplanungs- und Wohnungswesen;Umwelt;;Toni Kappeler;GP;5;Mathias Tschanen;SVP;1; ;;; ;;; ;;; ;;; ;;;;;;;;;;;;10.09.2019;12.02.2020;Rückzug;4;;;
03.07.2019;0395/2016-2020/GR;395;Deregulierung für bessere Erdwärmenutzung;Parlamentarische Initiative;1;73.3 Andere Energien: Gas, Fernwärme, Solarenergie etc.;;;Energie;;;Toni Kappeler;GP;5;Stefan Leuthold;glp;6;Daniel Eugster;FDP;2;Josef Gemperle;CVP;3; ;;; ;;; ;;;;;;;;;;;;;;;;Änderung Gesetz Nutzung des Untergrunds angenommen ;12.08.2020;
17.06.2020;0032/2020-2024/GR;32;Generelles Besuchsverbot in Institutionen für Pflege und Betreuung - was können wir daraus lernen?;Einfache Anfrage;5;81.8 Krankheitsbekämpfung / Unfallverhütung;;;Gesundheit;;;Barbara Dätwyler;SP;4;Edith Wohlfender;SP;4; ;;; ;;; ;;; ;;; ;;;;;;;;;;;;11.08.2020;;;;;;
06.05.2020;0515/2016-2020/GR;515;Covid-19-Krise bedroht Kinderbetreuung im Vorschulbereich - Jetzt handeln, sonst droht eine Betreuungskrise nach dem Lockdown;Einfache Anfrage;5;21.1 ZGB, EG/ZGB, Vormundschaft, Waisenämter;;;Recht allgemein;;;Barbara Dätwyler Weber;SP;4;Elina Müller;SP;4;Alban Imeri;SP;4; ;;; ;;; ;;; ;;;;;;;;;;;;23.06.2020;;;;;;
17.06.2020;0033/2020-2024/GR;33;Pflicht-Notvorrat auch bei Schutzmaterialien! Welche Massnahmen trifft der Regierungsrat?;Einfache Anfrage;5;81.8 Krankheitsbekämpfung / Unfallverhütung;;;Gesundheit;;;Barbara Dätwyler Weber;SP;4;Edith Wohlfender;SP;4; ;;; ;;; ;;; ;;; ;;;;;;;;;;;;11.08.2020;;;;;;
17.06.2020;0034/2020-2024/GR;34;Coronavirus COVID-19: Auswirkungen für Menschen mit Behinderung;Einfache Anfrage;5;81.8 Krankheitsbekämpfung / Unfallverhütung;;;Gesundheit;;;Barbara Müller;SP;4;Edith Wohlfender;SP;4; ;;; ;;; ;;; ;;; ;;;;;;;;;;;;11.08.2020;;;;;;
17.06.2020;0035/2020-2024/GR;35;Unzulässige Quotenziele für die IV-Stellen?;Einfache Anfrage;5;83.1 AHV, IV, EL;;;Sozialer Schutz;Soziale Fragen;Beschäftigung und Arbeit;Barbara Müller;SP;4; ;;; ;;; ;;; ;;; ;;; ;;;;;;;;;;;;11.08.2020;;;;;;
12.02.2020;0482/2016-2020/GR;482;Wer profitiert von den Fondsgeldern?;Einfache Anfrage;5;61.0 Organisation, Finanzhaushalt allgemein;;;Finanzwesen;;;Edith Wohlfender;SP;4;Sabina Peter;CVP;3; ;;; ;;; ;;; ;;; ;;;;;;;;;;;;02.06.2020;;;;;;
18.11.2020;0082/2020-2024/GR;82;Aufstockung des Pflegepersonals in Alters- und Pflegeheimen;Einfache Anfrage;5;81.1 Berufe, Ausbildung, Schulen, Spitäler, Anstalten;;;Gesundheit;Beschäftigung und Arbeit ;Soziale Fragen;Edith Wohlfender;SP;4;Barbara Dätwyler Weber;SP;4; ;;; ;;; ;;; ;;; ;;;;;;;;;;;;pendent;;pendent;5;;;
18.11.2020;0081/2020-2024/GR;81;Zweckmässige Verwendung von Fonds-Geldern?;Einfache Anfrage;5;44.0 Kultur, Kunst (inklusive Lotteriefonds);;;Kultur;;;Edith Wohlfender;SP;4;Marina Bruggmann;SP;4;Peter Dransfeld;GP;5;Doris Günter;EVP;7; ;;; ;;; ;;;;;;;;;;;;pendent;;pendent;5;;;
06.11.2019;0432/2016-2020/GR;432;Einführung Business-Applikation 'baticontrol' für den Vollzug von GAV, des Entsendegesetzes und des Bundesgesetzes gegen Schwarzarbeit im Kanton Thurgau;Einfache Anfrage;5;17.0 Allgemeine Aufsicht, Verwaltungsrechtspflege;;;Staatspolitik;Gerichtswesen;;Jakob Auer;SP;4; ;;; ;;; ;;; ;;; ;;; ;;;;;;;;;;;;07.01.2020;;;;;;
12.08.2020;0045/2020-2024/GR;45;Corona-Lernrückstand aufholen;Einfache Anfrage;5;41.0 Unterrichtswesen, Lehrerorganisation und -fortbildung;;;Bildung;;;Marianne Sax;SP;4; ;;; ;;; ;;; ;;; ;;; ;;;;;;;;;;;;22.09.2020;;;;;;
21.10.2020;0069/2020-2024/GR;69;Arme Schweine in Kalchrain;Einfache Anfrage;5;92.1 Forstwesen;;;Landwirtschaft;;;Marianne Sax;SP;4; ;;; ;;; ;;; ;;; ;;; ;;;;;;;;;;;;17.11.2020;;;;;;
18.11.2020;0078/2020-2024/GR;78;Dicke Luft in Schulzimmern;Einfache Anfrage;5;41.0 Unterrichtswesen, Lehrerorganisation und -fortbildung;;;Bildung;;;Marianne Sax;SP;4; ;;; ;;; ;;; ;;; ;;; ;;;;;;;;;;;;22.12.2020;;;;;;
01.07.2020;0038/2020-2024/GR;38;Finanzinvestoren übernehmen Alters- und Pflegeheimgruppen - wohin führt diese Entwicklung?;Einfache Anfrage;5;81.1 Berufe, Ausbildung, Schulen, Spitäler, Anstalten;;;Gesundheit;Beschäftigung und Arbeit ;Soziale Fragen;Marina Bruggmann;SP;4;Schallenberg ;SP;4; ;;; ;;; ;;; ;;; ;;;;;;;;;;;;25.08.2020;;;;;;
02.12.2020;0090/2020-2024/GR;90;Abstimmungstool im Grossen Rat;Einfache Anfrage;5;17.1 Grosser Rat;;;Parlament;Staatspolitik;;Turi Schallenberg;SP;4;Ueli Fisch;glp;6; ;;; ;;; ;;; ;;; ;;;;;;;;;;;;pendent;;pendent;5;;;
23.01.2019;0320/2016-2020/GR;320;Gleichberechtigtes Arbeiten beim Kanton Thurgau, den Gerichten und selbstständigen Anstalten;Interpellation;4;17.7 Staatspersonal: einzelne Personalentscheide;;;Staatspolitik;Beschäftigung und Arbeit ;;Edith Wohlfender;SP;4;Cornelia Zecchinel;FDP;2;Christina Pagnoncini;glp;6;Barbara Kern;SP;4;Elisabeth Rickenbach;EVP;7;Leuthold ;glp;6; ;;;;;;;;;;;;28.04.2020;26.08.2020;;;;;
09.09.2020;0055/2020-2024/GR;55;Thurmed: Eine Milliarde im Nebel;Interpellation;4;81.0 Allgemeines, Organisation, Gesetz, Taxen;81.1 Berufe, Ausbildung, Schulen, Spitäler, Anstalten;;Gesundheit;Beschäftigung und Arbeit ;Soziale Fragen;Edith Wohlfender;SP;4;Hanspeter Wägeli;SVP;1;Egon Scherrer;SVP;1;Hans Eschenmoser;SVP;1;Manuel Strupler;SVP;1;Matthias Rutishauser;SVP;1; ;;;;;;;;;;;;04.02.2020;11.03.2020;;;;;
21.10.2020;0062/2020-2024/GR;62;Sensibilisierung für Racial Profiling bei der Thurgauer Kantonspolizei;Interpellation;4;55.1 Polizeikorps / interkantonale Zusammenarbeit;;;Sicherheitspolitik;;;Elina Müller;SP;4;Peter Bühler;CVP;3;Hansjörg Haller;EVP;7;Stefan Leuthold;glp;6;Sonja Wiesmann;SP;4; ;;; ;;;;;;;;;;;;30.06.2020;21.10.2020;;;;;
12.08.2020;0042/2020-2024/GR;42;Was tut die Regierung eigentlich für die Gleichstellung?;Interpellation;4;10.1 Kantonsverfassung und Staatsverträge;;;Staatspolitik;;;Jakob Auer;SP;4;Barbara Dätwyler;SP;4;Stefan Leuthold;glp;6;Christoph Regli;CVP;3;Gina Rüetschi;GP;5;Andreas Wirth;SVP;1;Christian Mader;EDU;8;;;;;;;;;;27.10.2020;pendent;pendent;5;;;
18.11.2020;0075/2020-2024/GR;75;Betroffene Menschen im Testfall Münsterlingen - Das Dossier darf nicht einfach geschlossen werden;Interpellation;4;81.2 Heilmittel, Betäubungsmittel, Suchtprobleme;;;Gesundheit;;;Marina Bruggmann;SP;4; ;;; ;;; ;;; ;;; ;;; ;;;;;;;;;;;;pendent;pendent;pendent;5;;;
11.03.2020;0496/2016-2020/GR;496;Situation von geflüchteten Frauen und Mädchen im Kanton Thurgau;Interpellation;4;14.3 Fremdenpolizei, Grenzverkehr, Ausweisschriften;;;Migration;Staatspolitik;;Nina Schläfli;SP;4; ;;; ;;; ;;; ;;; ;;; ;;;;;;;;;;;;pendent;pendent;pendent;5;;;
17.06.2020;0031/2020-2024/GR;31;Let's talk about sex. Sexualaufklärung an Thurgauer Schulen;Interpellation;4;41.2 Oberstufen: Real- und Sekundarschulen;41.1 Unterstufen: Kindergarten, Volks- und Primarschule;;Bildung;;;Nina Schläfli;SP;4;Pascal Schmid;SVP;1; ;;; ;;; ;;; ;;; ;;;;;;;;;;;;17.11.2020;pendent;pendent;5;;;
17.06.2020;0028/2020-2024/GR;28;Entschädigung Coronakrise;Antrag nach § 52 der Geschäftsordnung des Grossen Rates;7;94.2 Preise, Löhne, Gewinne;;;Wirtschaft;;;Jakob Auer;SP;4; ;;; ;;; ;;; ;;; ;;; ;;;;;;;;;;;;24.11.2020;pendent;pendent;5;;;
24.04.2019;0352/2016-2020/GR;352;Gesetz zu kantonalen Ergänzungsleistungen für Familien ohne existenzsicherndes Einkommen;Motion;2;83.1 AHV, IV, EL;;;Sozialer Schutz;Soziale Fragen;Beschäftigung und Arbeit;Barbara Kern;SP;4;Alex Granato;SP;4; ;;; ;;; ;;; ;;; ;;;;;;;;;;;;30.06.2020;26.08.2020;nicht erheblich;2;;;
09.09.2020;0054/2020-2024/GR;54;Bekämpfung von Missbräuchen von Praktika;Motion;2;41.4 Berufliches Bildungswesen;;;Bildung;;;Jakob Auer;SP;4;Marina Bruggmann;SP;4; ;;; ;;; ;;; ;;; ;;;;;;;;;;;;pendent;pendent;pendent;5;;;
23.10.2019;0425/2016-2020/GR;425;Das grosse Sterben der Insekten;Motion;2;91.0 Agrarpolitische Massnahmen, bäuerliches Bodenrecht;;;Landwirtschaft;;;Marianne Sax;SP;4;Christine Steiger;SP;4;Mathis Müller;GP;5; ;;; ;;; ;;; ;;;;;;;;;;;;04.02.2020;26.02.2020;nicht erheblich;2;;;
20.11.2019;0434/2016-2020/GR;434;Keine Kinder auf der Schwarzen Liste: medizinische Leistungen für alle Kinder!;Motion;2;83.2 Kranken- und Unfallversicherung, Vereinbarungen;;;Sozialer Schutz;Soziale Fragen;;Nina Schläfli;SP;4;Sonja Wiesmann;SP;4;Marina Bruggmann;SP;4; ;;; ;;; ;;; ;;;;;;;;;;;;-;26.08.2020;Rückzug;4;;;
08.05.2019;0369/2016-2020/GR;369;Schaffung der gesetzlichen Grundlagen für eine parlamentarische Untersuchungskommission (PUK);Motion;2;17.1 Grosser Rat;;;Parlament;Staatspolitik;;Sonja Wiesmann;SP;4;Nina Schläfli;SP;4; ;;; ;;; ;;; ;;; ;;;;;;;;;;;;Büro: 24.03.2020;12.08.2020;nicht erheblich;2;;;
08.01.2020;0468/2016-2020/GR;468;Jokertage und religiöse Feiertage;Einfache Anfrage;5;41.0 Unterrichtswesen, Lehrerorganisation und -fortbildung;;;Bildung;;;Andrea Vonlanthen;SVP;1;Hermann Lei;SVP;1; ;;; ;;; ;;; ;;; ;;;;;;;;;;;;03.03.2020;;;;;;
