Jahr;Name;Vorname;Beruf;Ort;Bezirk;Fraktion;GR_Eintritt;Geb_Jahr;Partei;Geschlecht
2009;Bruggmann;Renate;Lehrerin;Kradolf;Bischofszell;SP;2000;1956;SP;weiblich
2010;Bruggmann;Renate;Lehrerin;Kradolf;Bischofszell;SP;2000;1956;SP;weiblich
2011;Bruggmann;Renate;Lehrerin;Kradolf;Bischofszell;SP;2000;1956;SP;weiblich
2012;Bruggmann;Renate;Lehrerin;Kradolf;Bischofszell;SP;2000;1956;SP;weiblich
2020;Brühlmann Zwahlen;Maja;Kauf- und Familienfrau;Sulgen;Weinfelden;SVP;2020;;SVP;weiblich
2021;Brühlmann Zwahlen;Maja;Kauf- und Familienfrau;Sulgen;Weinfelden;SVP;2020;;SVP;weiblich
2013;Brühwiler;Konrad;Stadtrat, Fahrlehrer;Frasnacht;Arbon;SVP;2008;;SVP;männlich
2014;Brühwiler;Konrad;Stadtrat, Fahrlehrer;Frasnacht;Arbon;SVP;2008;;SVP;männlich
2015;Brühwiler;Konrad;Stadtrat, Fahrlehrer;Frasnacht;Arbon;SVP;2008;;SVP;männlich
2016;Brühwiler;Konrad;Stadtrat, Fahrlehrer;Frasnacht;Arbon;SVP;2008;;SVP;männlich
2017;Brühwiler;Konrad;Stadtrat, Fahrlehrer;Frasnacht;Arbon;SVP;2008;;SVP;männlich
2018;Brühwiler;Konrad;Stadtrat, Fahrlehrer;Frasnacht;Arbon;SVP;2008;;SVP;männlich
2019;Brühwiler;Konrad;Stadtrat, Fahrlehrer;Frasnacht;Arbon;SVP;2008;;SVP;männlich
2020;Brühwiler;Konrad;Fahrlehrer;Frasnacht;Arbon;SVP;2008;;SVP;männlich
2021;Brühwiler;Konrad;Fahrlehrer;Frasnacht;Arbon;SVP;2008;;SVP;männlich
2009;Brühwiler;Konrad;Postangestellter FrontOffice;Frasnacht;Arbon;SVP;2008;1958;SVP;männlich
2010;Brühwiler;Konrad;Postangestellter FrontOffice;Frasnacht;Arbon;SVP;2008;1958;SVP;männlich
2011;Brühwiler;Konrad;Postangestellter FrontOffice;Frasnacht;Arbon;SVP;2008;1958;SVP;männlich
2012;Brühwiler;Konrad;Fahrleher (in Ausbildung);Frasnacht;Arbon;SVP;2008;1958;SVP;männlich
2008;Brunner;Guido;Statistiker;Frauenfeld;Frauenfeld;GP;2007;;GP;männlich
2013;Brunner;Hansjörg;Unternehmer,Techniker HF Polygrafie;Wallenwil;Münchwilen;FDP;2012;;FDP;männlich
2014;Brunner;Hansjörg;Unternehmer,Techniker HF Polygrafie;Wallenwil;Münchwilen;FDP;2012;;FDP;männlich
2015;Brunner;Hansjörg;Unternehmer,Techniker HF Polygrafie;Wallenwil;Münchwilen;FDP;2012;;FDP;männlich
2016;Brunner;Hansjörg;Unternehmer,Techniker HF Polygrafie;Wallenwil;Münchwilen;FDP;2012;;FDP;männlich
2017;Brunner;Hansjörg;Unternehmer,Techniker HF Polygrafie;Wallenwil;Münchwilen;FDP;2012;;FDP;männlich
2008;Brunner;Max;a. Gemeindeammann;Romanshorn;Arbon;CVP;1992;;CVP;männlich
2008;Brunner;Max;Amtsvormund, Fürsorger;Weinfelden;Weinfelden;SVP;1992;;SVP;männlich
2013;Brunner;Max;Amtsleiter Berufsbeistandschaft;Weinfelden;Weinfelden;SVP;1992;;SVP;männlich
2014;Brunner;Max;Amtsleiter Berufsbeistandschaft;Weinfelden;Weinfelden;SVP;1992;;SVP;männlich
2015;Brunner;Max;a. Berufsbeistand;Weinfelden;Weinfelden;SVP;1992;;SVP;männlich
2016;Brunner;Max;a. Berufsbeistand;Weinfelden;Weinfelden;SVP;1992;;SVP;männlich
2017;Brunner;Max;a. Berufsbeistand;Weinfelden;Weinfelden;SVP;1992;;SVP;männlich
2018;Brunner;Max;a. Berufsbeistand;Weinfelden;Weinfelden;SVP;1992;;SVP;männlich
2019;Brunner;Max;a. Berufsbeistand;Weinfelden;Weinfelden;SVP;1992;;SVP;männlich
2020;Brunner;Max;a. Berufsbeistand;Weinfelden;Weinfelden;SVP;1992;;SVP;männlich
2021;Brunner;Max;a. Berufsbeistand;Weinfelden;Weinfelden;SVP;1992;;SVP;männlich
2009;Brunner;Max;Amtsvormund,Fürsorger;Weinfelden;Weinfelden;SVP;1992;1951;SVP;männlich
2010;Brunner;Max;Leiter Amtsvormundschaft;Weinfelden;Weinfelden;SVP;1992;1951;SVP;männlich
2011;Brunner;Max;Leiter Amtsvormundschaft;Weinfelden;Weinfelden;SVP;1992;1951;SVP;männlich
2012;Brunner;Max;Leiter Amtsvormundschaft;Weinfelden;Weinfelden;SVP;1992;1951;SVP;männlich
2008;Brunner-Keller;Regula;Kauffrau, Familienfrau;Frauenfeld;Frauenfeld;FDP;2006;;FDP;weiblich
2014;Brütsch;Urban;dipl. Forstingenieur ETH;Diessenhofen;Frauenfeld;CVP/glp;2013;;CVP;männlich
2015;Brütsch;Urban;dipl. Forstingenieur ETH;Diessenhofen;Frauenfeld;CVP/glp;2013;;CVP;männlich
2016;Brütsch;Urban;dipl. Forstingenieur ETH;Diessenhofen;Frauenfeld;CVP/glp;2013;;CVP;männlich
2020;Bühler;Peter;Betriebsökonom HWV;Ettenhausen;Münchwilen;CVP/EVP;2016;;CVP;männlich
2021;Bühler;Peter;Betriebsökonom HWV;Ettenhausen;Münchwilen;CVP/EVP;2016;;CVP;männlich
2017;Bühler;Peter;Direktor RB Aadorf,Betriebsökonom HWV;Ettenhausen;Münchwilen;CVP/EVP;2016;;CVP;männlich
2018;Bühler;Peter;Direktor RB Aadorf,Betriebsökonom HWV;Ettenhausen;Münchwilen;CVP/EVP;2016;;CVP;männlich
2019;Bühler;Peter;Direktor RB Aadorf,Betriebsökonom HWV;Ettenhausen;Münchwilen;CVP/EVP;2016;;CVP;männlich
2020;Bünter;Katharina;Kindergärtnerin, Ausbilderin FA;Gerlikon;Frauenfeld;CVP/EVP;2017;;CVP;weiblich
2021;Bünter;Katharina;Kindergärtnerin,Ausbilderin FA;Gerlikon;Frauenfeld;CVP/EVP;2017;;CVP;weiblich
2017;Bünter;Katharina;Kindergärtnerin;Gerlikon;Frauenfeld;CVP/EVP;2017;;CVP;weiblich
2018;Bünter;Katharina;Kindergärtnerin;Gerlikon;Frauenfeld;CVP/EVP;2017;;CVP;weiblich
2019;Bünter;Katharina;Kindergärtnerin;Gerlikon;Frauenfeld;CVP/EVP;2017;;CVP;weiblich
2008;Claus-Arnold;Erna;Kindergärtnerin;Bottighofen;Kreuzlingen;FDP;2004;;FDP;weiblich
2009;Claus-Arnold;Erna;Kindergärtnerin;Bottighofen;Kreuzlingen;FDP;2004;1950;FDP;weiblich
2010;Claus-Arnold;Erna;Kindergärtnerin;Bottighofen;Kreuzlingen;FDP;2004;1950;FDP;weiblich
2011;Claus-Arnold;Erna;Kindergärtnerin;Bottighofen;Kreuzlingen;FDP;2004;1950;FDP;weiblich
2008;Dähler-Engel;Anita;lic. oec. HSG;Mammern;Steckborn;CVP;1999;;CVP;weiblich
2009;Dähler-Engel;Anita;lic. oec. HSG;Mammern;Steckborn;CVP/glp;1999;1963;CVP;weiblich
2019;Dätwyler Weber;Barbara;dipl. Pflegefachfrau HF;Frauenfeld;Frauenfeld;SP;2018;;SP;weiblich
2020;Dätwyler Weber;Barbara;Stadträtin Frauenfeld;Frauenfeld;Frauenfeld;SP;2018;;SP;weiblich
2021;Dätwyler Weber;Barbara;Stadträtin Frauenfeld;Frauenfeld;Frauenfeld;SP;2018;;SP;weiblich
2008;Dickenmann;Werner;dipl. Baumeister, Stadtrat;Frauenfeld;Frauenfeld;SVP;1996;;SVP;männlich
2020;Dietz;Mathias;Sozialpädagoge FH, Diakon;Eschlikon;Münchwilen;CVP/EVP;2020;;EVP;männlich
2021;Dietz;Mathias;Sozialpädagoge FH, Diakon;Eschlikon;Münchwilen;CVP/EVP;2020;;EVP;männlich
2017;Diezi;Dominik;Berufsrichter,Dr. iur., Rechtsanwalt,Kirchenpräsident;Stachen;Arbon;CVP/EVP;2016;;CVP;männlich
2018;Diezi;Dominik;Berufsrichter,Dr. iur., Rechtsanwalt,Kirchenpräsident;Stachen;Arbon;CVP/EVP;2016;;CVP;männlich
2019;Diezi;Dominik;Berufsrichter,Dr. iur., Rechtsanwalt,Kirchenpräsident;Stachen;Arbon;CVP/EVP;2016;;CVP;männlich
2020;Diezi;Dominik;Stadtpräsident, Dr. iur., RA;Stachen;Arbon;CVP/EVP;2016;;CVP;männlich
2021;Diezi;Dominik;Stadtpräsident, Dr. iur., RA;Stachen;Arbon;CVP/EVP;2016;;CVP;männlich
2013;Dransfeld;Peter;Architekt;Ermatingen;Kreuzlingen;SP;2012;;SP;männlich
2014;Dransfeld;Peter;Architekt;Ermatingen;Kreuzlingen;SP;2012;;SP;männlich
2015;Dransfeld;Peter;Architekt;Ermatingen;Kreuzlingen;SP;2012;;SP;männlich
2016;Dransfeld;Peter;Architekt;Ermatingen;Kreuzlingen;SP;2012;;SP;männlich
2017;Dransfeld;Peter;Architekt;Ermatingen;Kreuzlingen;SP;2012;;SP;männlich
2018;Dransfeld;Peter;Architekt;Ermatingen;Kreuzlingen;SP;2012;;SP;männlich
2019;Dransfeld;Peter;Architekt;Ermatingen;Kreuzlingen;GP;2012;;GP;männlich
2020;Dransfeld;Peter;Architekt;Ermatingen;Kreuzlingen;GP;2012;;GP;männlich
2021;Dransfeld;Peter;Architekt;Ermatingen;Kreuzlingen;GP;2012;;GP;männlich
2013;Egger;Kurt;Energiefachmann,Geschäftsleiter;Eschlikon;Münchwilen;GP;2012;;GP;männlich
2014;Egger;Kurt;Energiefachmann,Geschäftsleiter;Eschlikon;Münchwilen;GP;2012;;GP;männlich
2015;Egger;Kurt;Energiefachmann,Geschäftsleiter;Eschlikon;Münchwilen;GP;2012;;GP;männlich
2016;Egger;Kurt;Energiefachmann,Geschäftsleiter;Eschlikon;Münchwilen;GP;2012;;GP;männlich
2017;Egger;Kurt;Unternehmer,Energiefachmann;Eschlikon;Münchwilen;GP;2012;;GP;männlich
2018;Egger;Kurt;Unternehmer,Energiefachmann;Eschlikon;Münchwilen;GP;2012;;GP;männlich
2019;Egger;Kurt;Unternehmer,Energiefachmann;Eschlikon;Münchwilen;GP;2012;;GP;männlich
2008;Eisenbart;August;Versicherungsberater;Sirnach;Münchwilen;CVP;2000;;CVP;männlich
2009;Eisenbart;August;Versicherungsberater;Sirnach;Münchwilen;CVP/glp;2000;1953;CVP;männlich
2008;Engel;Kurt;Förster, Gemeindeammann;Schlatt;Diessenhofen;SVP;1996;;SVP;männlich
2009;Engel;Kurt;Förster, Gemeindeammann;Schlatt;Diessenhofen;SVP;1996;1950;SVP;männlich
2010;Engel;Kurt;Förster, Gemeindeammann;Schlatt;Diessenhofen;SVP;1996;1950;SVP;männlich
2011;Engel;Kurt;Förster, Gemeindeammann;Schlatt;Diessenhofen;SVP;1996;1950;SVP;männlich
2012;Engel;Kurt;Förster, Gemeindeammann;Schlatt;Diessenhofen;SVP;1996;1950;SVP;männlich
2008;Engeler;Andreas;Betriebstechniker;Müllheim;Steckborn;GP;1996;;GP;männlich
2009;Engeler;Andreas;Betriebstechniker;Müllheim;Steckborn;GP;1996;1945;GP;männlich
2020;Engeli-Sager;Brigitta;dipl. Psychologin;Kreuzlingen;Kreuzlingen;GP;2019;;GP;weiblich
2021;Engeli-Sager;Brigitta;dipl. Psychologin;Kreuzlingen;Kreuzlingen;GP;2019;;GP;weiblich
2013;Erni;Kathrin;lic. iur., Juristin;Wäldi;Kreuzlingen;GP;2011;;GP;weiblich
2010;Erni;Kathrin;Juristin, lic. iur.;Wäldi;Kreuzlingen;GP;2011;1984;GP;weiblich
2011;Erni;Kathrin;Juristin, lic. iur.;Wäldi;Kreuzlingen;GP;2011;1984;GP;weiblich
2012;Erni;Kathrin;Juristin, lic. iur.;Wäldi;Kreuzlingen;GP;2011;1984;GP;weiblich
2017;Eschenmoser;Hans;Meisterlandwirt;Weinfelden;Weinfelden;SVP;2016;;SVP;männlich
2018;Eschenmoser;Hans;Meisterlandwirt;Weinfelden;Weinfelden;SVP;2016;;SVP;männlich
2019;Eschenmoser;Hans;Meisterlandwirt;Weinfelden;Weinfelden;SVP;2016;;SVP;männlich
2020;Eschenmoser;Hans;Meisterlandwirt;Weinfelden;Weinfelden;SVP;2016;;SVP;männlich
2021;Eschenmoser;Hans;Meisterlandwirt;Weinfelden;Weinfelden;SVP;2016;;SVP;männlich
2008;Etter;Bruno;eidg. dipl. Elektroinstallateur;Neukirch (Egnach);Arbon;FDP;1995;;FDP;männlich
2009;Etter;Bruno;eidg. dipl. Elektroinstallateur;Neukirch (Egnach);Arbon;FDP;1995;1947;FDP;männlich
2008;Eugster;Armin;Gemeindeammann;Bürglen;Weinfelden;CVP;1994;;CVP;männlich
2013;Eugster;Armin;a. Gemeindeammann;Bürglen;Weinfelden;CVP/glp;1994;;CVP;männlich
2014;Eugster;Armin;a. Gemeindeammann;Bürglen;Weinfelden;CVP/glp;1994;;CVP;männlich
2015;Eugster;Armin;a. Gemeindeammann;Bürglen;Weinfelden;CVP/glp;1994;;CVP;männlich
2016;Eugster;Armin;a. Gemeindepräsident;Bürglen;Weinfelden;CVP/glp;1994;;CVP;männlich
2017;Eugster;Armin;a. Gemeindepräsident;Bürglen;Weinfelden;CVP/EVP;1994;;CVP;männlich
2018;Eugster;Armin;a. Gemeindepräsident;Bürglen;Weinfelden;CVP/EVP;1994;;CVP;männlich
2019;Eugster;Armin;a. Gemeindepräsident;Bürglen;Weinfelden;CVP/EVP;1994;;CVP;männlich
2009;Eugster;Armin;Gemeindeammann;Bürglen;Weinfelden;CVP/glp;1994;1944;CVP;männlich
2010;Eugster;Armin;Gemeindeammann;Bürglen;Weinfelden;CVP/glp;1994;1944;CVP;männlich
2011;Eugster;Armin;Gemeindeammann;Bürglen;Weinfelden;CVP/glp;1994;1944;CVP;männlich
2012;Eugster;Armin;a. Gemeindeammann;Bürglen;Weinfelden;CVP/glp;1994;1944;CVP;männlich
2015;Eugster;Daniel;HaustechnikUnternehmer;Roggwil;Arbon;FDP;2014;;FDP;männlich
2016;Eugster;Daniel;Haustechnik-Unternehmer;Freidorf;Arbon;FDP;2014;;FDP;männlich
2017;Eugster;Daniel;Haustechnikunternehmer;Freidorf;Arbon;FDP;2014;;FDP;männlich
2018;Eugster;Daniel;Haustechnikunternehmer;Freidorf;Arbon;FDP;2014;;FDP;männlich
2019;Eugster;Daniel;Haustechnikunternehmer;Freidorf;Arbon;FDP;2014;;FDP;männlich
2020;Eugster;Daniel;Haustechnikunternehmer;Freidorf;Arbon;FDP;2014;;FDP;männlich
2021;Eugster;Daniel;Haustechnikunternehmer;Freidorf;Arbon;FDP;2014;;FDP;männlich
2019;Eugster;Franz;Sekundarlehrer;Bischofszell;Weinfelden;CVP/EVP;2018;;CVP;männlich
2020;Eugster;Franz;Sekundarlehrer;Bischofszell;Weinfelden;CVP/EVP;2018;;CVP;männlich
2021;Eugster;Franz;Sekundarlehrer;Bischofszell;Weinfelden;CVP/EVP;2018;;CVP;männlich
2017;Feuerle;Dieter;Schreiner, Baubiologe;Arbon;Arbon;GP;2013;;GP;männlich
2018;Feuerle;Dieter;Schreiner, Baubiologe;Arbon;Arbon;GP;2013;;GP;männlich
2019;Feuerle;Dieter;Schreiner, Baubiologe;Arbon;Arbon;GP;2013;;GP;männlich
2020;Feuerle;Dieter;Schreiner, Baubiologe, Stadtrat;Arbon;Arbon;GP;2013;;GP;männlich
2021;Feuerle;Dieter;Schreiner, Baubiologe,Stadtrat;Arbon;Arbon;GP;2013;;GP;männlich
2013;Feuerle;Dieter;Schreiner, Baubiologe;Arbon;Arbon;GP;2013;;GP;männlich
2014;Feuerle;Dieter;Schreiner, Baubiologe;Arbon;Arbon;GP;2013;;GP;männlich
2015;Feuerle;Dieter;Schreiner, Baubiologe;Arbon;Arbon;GP;2013;;GP;männlich
2016;Feuerle;Dieter;Schreiner, Baubiologe;Arbon;Arbon;GP;2013;;GP;männlich
2013;Feuz;Hans;Unternehmer,eidg. dipl. Innendekorateur;Altnau;Kreuzlingen;CVP/glp;2012;;CVP;männlich
2014;Feuz;Hans;Unternehmer,eidg. dipl. Innendekorateur;Altnau;Kreuzlingen;CVP/glp;2012;;CVP;männlich
2015;Feuz;Hans;Unternehmer,eidg. dipl. Innendekorateur;Altnau;Kreuzlingen;CVP/glp;2012;;CVP;männlich
2016;Feuz;Hans;Unternehmer,eidg. dipl. Innendekorateur;Altnau;Kreuzlingen;CVP/glp;2012;;CVP;männlich
2017;Feuz;Hans;Gemeindepräsident, Unternehmer,eidg. dipl. Innendekorateur;Altnau;Kreuzlingen;CVP/EVP;2012;;CVP;männlich
2018;Feuz;Hans;Gemeindepräsident, Unternehmer,eidg. dipl. Innendekorateur;Altnau;Kreuzlingen;CVP/EVP;2012;;CVP;männlich
2019;Feuz;Hans;Gemeindepräsident, Unternehmer,eidg. dipl. Innendekorateur;Altnau;Kreuzlingen;CVP/EVP;2012;;CVP;männlich
2020;Feuz;Hans;Unternehmer, Gemeindepräsident;Altnau;Kreuzlingen;CVP/EVP;2012;;CVP;männlich
2021;Feuz;Hans;Unternehmer, Gemeindepräsident;Altnau;Kreuzlingen;CVP/EVP;2012;;CVP;männlich
2014;Fisch;Ueli;Unternehmer,Betriebsökonom FH;Ottoberg;Weinfelden;CVP/glp;2012;;glp;männlich
2015;Fisch;Ueli;Unternehmer,Betriebsökonom FH;Ottoberg;Weinfelden;CVP/glp;2012;;glp;männlich
2016;Fisch;Ueli;Unternehmer,Betriebsökonom FH;Ottoberg;Weinfelden;CVP/glp;2012;;glp;männlich
2017;Fisch;Ueli;Unternehmer,Betriebsökonom FH;Ottoberg;Weinfelden;glp/BDP;2012;;glp;männlich
2018;Fisch;Ueli;Unternehmer,Betriebsökonom FH;Ottoberg;Weinfelden;glp/BDP;2012;;glp;männlich
2019;Fisch;Ueli;Unternehmer,Betriebsökonom FH;Ottoberg;Weinfelden;glp/BDP;2012;;glp;männlich
2020;Fisch;Ueli;Betriebsökonom FH, Unternehmer;Ottoberg;Weinfelden;glp;2012;;glp;männlich
2021;Fisch;Ueli;Betriebsökonom FH, Unternehmer;Ottoberg;Weinfelden;glp;2012;;glp;männlich
2013;Fisch;Ueli;Unternehmer,Betriebsökonom FH;Ottoberg;Weinfelden;CVP/glp;2012;;glp;männlich
2008;Forrer;Roger;Bezirksstatthalter;Steckborn;Steckborn;SVP;2004;;SVP;männlich
2009;Forrer;Roger;Bezirksstatthalter;Steckborn;Steckborn;SVP;2004;1965;SVP;männlich
2020;Forrer;Roger;Geschäftsführer;Steckborn;Frauenfeld;SVP;2020;;SVP;männlich
2021;Forrer;Roger;Geschäftsführer;Steckborn;Frauenfeld;SVP;2020;;SVP;männlich
2013;Frei;Alex;Rechtsanwalt,Gerichtspräsident;Eschlikon;Münchwilen;CVP/glp;2010;;CVP;männlich
2014;Frei;Alex;Rechtsanwalt,Gerichtspräsident;Eschlikon;Münchwilen;CVP/glp;2010;;CVP;männlich
2015;Frei;Alex;Rechtsanwalt,Gerichtspräsident;Eschlikon;Münchwilen;CVP/glp;2010;;CVP;männlich
2016;Frei;Alex;Rechtsanwalt,Gerichtspräsident;Eschlikon;Münchwilen;CVP/glp;2010;;CVP;männlich
2017;Frei;Alex;Rechtsanwalt,Gerichtspräsident;Eschlikon;Münchwilen;CVP/EVP;2010;;CVP;männlich
2018;Frei;Alex;Rechtsanwalt,Gerichtspräsident;Eschlikon;Münchwilen;CVP/EVP;2010;;CVP;männlich
2019;Frei;Alex;Rechtsanwalt,Gerichtspräsident;Eschlikon;Münchwilen;CVP/EVP;2010;;CVP;männlich
2020;Frei;Alex;Rechtsanwalt,Gerichtspräsident;Eschlikon;Münchwilen;CVP/EVP;2010;;CVP;männlich
2010;Frei;Alex;Rechtsanwalt, Gerichtspräsident;Eschlikon;Münchwilen;CVP/glp;2010;1956;CVP;männlich
2011;Frei;Alex;Rechtsanwalt, Gerichtspräsident;Eschlikon;Münchwilen;CVP/glp;2010;1956;CVP;männlich
2012;Frei;Alex;Rechtsanwalt, Gerichtspräsident;Eschlikon;Münchwilen;CVP/glp;2010;1956;CVP;männlich
2008;Frei;Markus;Landwirt;Uesslingen;Frauenfeld;CVP;2000;;CVP;männlich
2009;Frei;Markus;Landwirt;Uesslingen;Frauenfeld;CVP/glp;2000;1961;CVP;männlich
2013;Frischknecht;Daniel;dipl. Psychologe FH;Romanshorn;Arbon;EDU/EVP;2008;;EDU;männlich
2014;Frischknecht;Daniel;dipl. Psychologe FH;Romanshorn;Arbon;EDU/EVP;2008;;EDU;männlich
2015;Frischknecht;Daniel;dipl. Psychologe FH;Romanshorn;Arbon;EDU/EVP;2008;;EDU;männlich
2016;Frischknecht;Daniel;dipl. Psychologe FH;Romanshorn;Arbon;EDU/EVP;2008;;EDU;männlich
2017;Frischknecht;Daniel;dipl. Psychologe FH;Romanshorn;Arbon;EDU;2008;;EDU;männlich
2018;Frischknecht;Daniel;dipl. Psychologe FH;Romanshorn;Arbon;EDU;2008;;EDU;männlich
2019;Frischknecht;Daniel;dipl. Psychologe FH;Romanshorn;Arbon;EDU;2008;;EDU;männlich
2020;Frischknecht;Daniel;dipl. Psychologe FH;Romanshorn;Arbon;EDU;2008;;EDU;männlich
2021;Frischknecht;Daniel;dipl. Psychologe FH;Romanshorn;Arbon;EDU;2008;;EDU;männlich
2009;Frischknecht;Daniel;dipl. Psychologe FH;Romanshorn;Arbon;EVP/EDU;2008;1964;EDU;männlich
2010;Frischknecht;Daniel;dipl. Psychologe FH;Romanshorn;Arbon;EVP/EDU;2008;1964;EDU;männlich
2011;Frischknecht;Daniel;dipl. Psychologe FH;Romanshorn;Arbon;EVP/EDU;2008;1964;EDU;männlich
2012;Frischknecht;Daniel;dipl. Psychologe FH;Romanshorn;Arbon;EVP/EDU;2008;1964;EDU;männlich
2008;Gantenbein;Hanspeter;Unternehmer, Gemeindeammann;Wuppenau;Münchwilen;SVP;2004;;SVP;männlich
2013;Gantenbein;Hanspeter;Unternehmer,Gemeindeammann;Wuppenau;Weinfelden;SVP;2004;;SVP;männlich
2014;Gantenbein;Hanspeter;Unternehmer,Gemeindeammann;Wuppenau;Weinfelden;SVP;2004;;SVP;männlich
2015;Gantenbein;Hanspeter;Unternehmer,Gemeindeammann;Wuppenau;Weinfelden;SVP;2004;;SVP;männlich
2016;Gantenbein;Hanspeter;Unternehmer;Wuppenau;Weinfelden;SVP;2004;;SVP;männlich
2017;Gantenbein;Hanspeter;Unternehmer;Wuppenau;Weinfelden;SVP;2004;;SVP;männlich
2018;Gantenbein;Hanspeter;Unternehmer;Wuppenau;Weinfelden;SVP;2004;;SVP;männlich
2009;Gantenbein;Hanspeter;Unternehmer,Gemeindeammann;Wuppenau;Münchwilen;SVP;2004;1954;SVP;männlich
2010;Gantenbein;Hanspeter;Unternehmer,Gemeindeammann;Wuppenau;Münchwilen;SVP;2004;1954;SVP;männlich
2011;Gantenbein;Hanspeter;Unternehmer,Gemeindeammann;Wuppenau;Münchwilen;SVP;2004;1954;SVP;männlich
2012;Gantenbein;Hanspeter;Unternehmer,Gemeindeammann;Wuppenau;Münchwilen;SVP;2004;1954;SVP;männlich
2013;Geiges;Stefan;Bauunternehmer;Frauenfeld;Frauenfeld;CVP/glp;2012;;CVP;männlich
2014;Geiges;Stefan;Bauunternehmer;Frauenfeld;Frauenfeld;CVP/glp;2012;;CVP;männlich
2015;Geiges;Stefan;Bauunternehmer;Frauenfeld;Frauenfeld;CVP/glp;2012;;CVP;männlich
2016;Geiges;Stefan;Bauunternehmer;Frauenfeld;Frauenfeld;CVP/glp;2012;;CVP;männlich
2017;Geiges;Stefan;Bauunternehmer;Frauenfeld;Frauenfeld;CVP/EVP;2012;;CVP;männlich
2008;Gemperle;Josef;Meisterlandwirt;Fischingen;Münchwilen;CVP;2004;;CVP;männlich
2013;Gemperle;Josef;Meisterlandwirt;Fischingen;Münchwilen;CVP/glp;2004;;CVP;männlich
2014;Gemperle;Josef;Meisterlandwirt;Fischingen;Münchwilen;CVP/glp;2004;;CVP;männlich
2015;Gemperle;Josef;Meisterlandwirt;Fischingen;Münchwilen;CVP/glp;2004;;CVP;männlich
2016;Gemperle;Josef;Meisterlandwirt;Fischingen;Münchwilen;CVP/glp;2004;;CVP;männlich
2017;Gemperle;Josef;Meisterlandwirt;Fischingen;Münchwilen;CVP/EVP;2004;;CVP;männlich
2018;Gemperle;Josef;Meisterlandwirt;Fischingen;Münchwilen;CVP/EVP;2004;;CVP;männlich
2019;Gemperle;Josef;Meisterlandwirt;Fischingen;Münchwilen;CVP/EVP;2004;;CVP;männlich
2020;Gemperle;Josef;Meisterlandwirt;Fischingen;Münchwilen;CVP/EVP;2004;;CVP;männlich
2021;Gemperle;Josef;Meisterlandwirt;Fischingen;Münchwilen;CVP/EVP;2004;;CVP;männlich
2009;Gemperle;Josef;Meisterlandwirt;Fischingen;Münchwilen;CVP/glp;2004;1960;CVP;männlich
2010;Gemperle;Josef;Meisterlandwirt;Fischingen;Münchwilen;CVP/glp;2004;1960;CVP;männlich
2011;Gemperle;Josef;Meisterlandwirt;Fischingen;Münchwilen;CVP/glp;2004;1960;CVP;männlich
2012;Gemperle;Josef;Meisterlandwirt;Fischingen;Münchwilen;CVP/glp;2004;1960;CVP;männlich
2013;Giuliani;Roman;dipl. Architekt FH/SIA;Diessenhofen;Frauenfeld;SP;2010;;SP;männlich
2014;Giuliani;Roman;dipl. Architekt FH/SIA;Diessenhofen;Frauenfeld;SP;2010;;SP;männlich
2015;Giuliani;Roman;dipl. Architekt FH/SIA;Diessenhofen;Frauenfeld;SP;2010;;SP;männlich
2016;Giuliani;Roman;dipl. Architekt FH/SIA;Diessenhofen;Frauenfeld;SP;2010;;SP;männlich
2010;Giuliani;Roman;dipl. Architekt FH/SIA;Diessenhofen;Diessenhofen;SP;2010;1968;SP;männlich
2011;Giuliani;Roman;dipl. Architekt FH/SIA;Diessenhofen;Diessenhofen;SP;2010;1968;SP;männlich
2012;Giuliani;Roman;dipl. Architekt FH/SIA;Diessenhofen;Diessenhofen;SP;2010;1968;SP;männlich
2019;Granato;Alex;Schreiner, Gewerkschaftssekretär;Götighofen;Weinfelden;SP;2018;;SP;männlich
2008;Grau-Lanz;Heidi;Gemeindeammann, Verwaltungsökonomin;Zihlschlacht;Bischofszell;FDP;2004;;FDP;weiblich
2013;Grau-Lanz;Heidi;Gemeindeammann,Verwaltungsökonomin;Zihlschlacht;Weinfelden;FDP;2004;;FDP;weiblich
2014;Grau-Lanz;Heidi;Gemeindeammann,Verwaltungsökonomin;Zihlschlacht;Weinfelden;FDP;2004;;FDP;weiblich
2015;Grau-Lanz;Heidi;Gemeindeammann,Verwaltungsökonomin;Zihlschlacht;Weinfelden;FDP;2004;;FDP;weiblich
2016;Grau-Lanz;Heidi;Gemeindepräsidentin,Verwaltungsökonomin;Zihlschlacht;Weinfelden;FDP;2004;;FDP;weiblich
2017;Grau-Lanz;Heidi;Gemeindepräsidentin,Verwaltungsökonomin;Zihlschlacht;Weinfelden;FDP;2004;;FDP;weiblich
2018;Grau-Lanz;Heidi;Gemeindepräsidentin,Verwaltungsökonomin;Zihlschlacht;Weinfelden;FDP;2004;;FDP;weiblich
2019;Grau-Lanz;Heidi;Gemeindepräsidentin,Verwaltungsökonomin;Zihlschlacht;Weinfelden;FDP;2004;;FDP;weiblich
2020;Grau-Lanz;Heidi;Gemeindepräsidentin,Verwaltungsökonomin;Zihlschlacht;Weinfelden;FDP;2004;;FDP;weiblich
2009;Grau-Lanz;Heidi;Gemeindeammann,Verwaltungsökonomin;Zihlschlacht;Bischofszell;FDP;2004;1958;FDP;weiblich
