Jahr;Name;Vorname;Beruf;Ort;Bezirk;Fraktion;GR_Eintritt;Geb_Jahr;Partei;Geschlecht
2020;Salvisberg;Martin;a. Stadtpräsident;Amriswil;Arbon;SVP;2012;;SVP;männlich
2021;Salvisberg;Martin;a. Stadtpräsident;Amriswil;Arbon;SVP;2012;;SVP;männlich
2017;Sax;Marianne;Buchhändlerin;Frauenfeld;Frauenfeld;SP;2016;;SP;weiblich
2018;Sax;Marianne;Buchhändlerin;Frauenfeld;Frauenfeld;SP;2016;;SP;weiblich
2019;Sax;Marianne;Buchhändlerin;Frauenfeld;Frauenfeld;SP;2016;;SP;weiblich
2020;Sax;Marianne;Buchhändlerin;Frauenfeld;Frauenfeld;SP;2016;;SP;weiblich
2021;Sax;Marianne;Buchhändlerin;Frauenfeld;Frauenfeld;SP;2016;;SP;weiblich
2020;Schäfer;Jorim;Berufsschullehrer;Bischofszell;Weinfelden;glp;2020;;glp;männlich
2021;Schäfer;Jorim;Berufsschullehrer;Bischofszell;Weinfelden;glp;2020;;glp;männlich
2013;Schaffer;Erich;Landwirt;Pfyn;Frauenfeld;SVP;2013;;SVP;männlich
2014;Schaffer;Erich;Landwirt;Pfyn;Frauenfeld;SVP;2013;;SVP;männlich
2015;Schaffer;Erich;Landwirt;Pfyn;Frauenfeld;SVP;2013;;SVP;männlich
2016;Schaffer;Erich;Landwirt;Pfyn;Frauenfeld;SVP;2013;;SVP;männlich
2017;Schaffer;Erich;Landwirt;Pfyn;Frauenfeld;SVP;2013;;SVP;männlich
2018;Schaffer;Erich;Landwirt;Pfyn;Frauenfeld;SVP;2013;;SVP;männlich
2019;Schaffer;Erich;Landwirt;Pfyn;Frauenfeld;SVP;2013;;SVP;männlich
2010;Schaffer;Erich;Landwirt;Pfyn;Steckborn;SVP;2010;1956;SVP;männlich
2011;Schaffer;Erich;Landwirt;Pfyn;Steckborn;SVP;2010;1956;SVP;männlich
2012;Schaffer;Erich;Landwirt;Pfyn;Steckborn;SVP;2010;1956;SVP;männlich
2008;Schallenberg;Turi;Leiter Sozialhilfe, Schulpräsident;Bürglen;Weinfelden;SP;2005;;SP;männlich
2013;Schallenberg;Turi;Leiter Sozialhilfe;Bürglen;Weinfelden;SP;2005;;SP;männlich
2014;Schallenberg;Turi;Leiter Soziale Dienste;Bürglen;Weinfelden;SP;2005;;SP;männlich
2015;Schallenberg;Turi;Amtsleiter Soziale Dienste;Bürglen;Weinfelden;SP;2005;;SP;männlich
2016;Schallenberg;Turi;Amtsleiter Soziale Dienste;Bürglen;Weinfelden;SP;2005;;SP;männlich
2017;Schallenberg;Turi;Amtsleiter Soziale Dienste;Bürglen;Weinfelden;SP;2005;;SP;männlich
2018;Schallenberg;Turi;Amtsleiter Soziale Dienste;Bürglen;Weinfelden;SP;2005;;SP;männlich
2019;Schallenberg;Turi;Sozialarbeiter FH,Erwachsenenbildner;Bürglen;Weinfelden;SP;2005;;SP;männlich
2020;Schallenberg;Turi;Hauptabteilungsleiter Sozialversicherung;Bürglen;Weinfelden;SP;2005;;SP;männlich
2021;Schallenberg;Turi;Hauptabteilungsleiter Sozialversicherung;Bürglen;Weinfelden;SP;2005;;SP;männlich
2009;Schallenberg;Turi;Leiter Sozialhilfe, Schulpräsident;Bürglen;Weinfelden;SP;2005;1965;SP;männlich
2010;Schallenberg;Turi;Leiter Sozialhilfe;Bürglen;Weinfelden;SP;2005;1965;SP;männlich
2011;Schallenberg;Turi;Leiter Sozialhilfe;Bürglen;Weinfelden;SP;2005;1965;SP;männlich
2012;Schallenberg;Turi;Leiter Sozialhilfe;Bürglen;Weinfelden;SP;2005;1965;SP;männlich
2008;Schär;Gottlieb;a. Friedensrichter;Bichelsee;Münchwilen;SVP;1996;;SVP;männlich
2016;Schär;Urs;Meisterlandwirt;Eggethof;Kreuzlingen;SVP;2015;;SVP;männlich
2017;Schär;Urs;Meisterlandwirt;Langrickenbach;Kreuzlingen;SVP;2017;;SVP;männlich
2018;Schär;Urs;Meisterlandwirt;Langrickenbach;Kreuzlingen;SVP;2017;;SVP;männlich
2019;Schär;Urs;Meisterlandwirt;Langrickenbach;Kreuzlingen;SVP;2017;;SVP;männlich
2020;Schär;Urs;Meisterlandwirt;Langrickenbach;Kreuzlingen;SVP;2017;;SVP;männlich
2021;Schär;Urs;Meisterlandwirt;Langrickenbach;Kreuzlingen;SVP;2017;;SVP;männlich
2017;Schenk;Peter;Unternehmer;Zihlschlacht;Weinfelden;EDU;2016;;EDU;männlich
2018;Schenk;Peter;Unternehmer;Zihlschlacht;Weinfelden;EDU;2016;;EDU;männlich
2019;Schenk;Peter;Unternehmer;Zihlschlacht;Weinfelden;EDU;2016;;EDU;männlich
2020;Schenk;Peter;Unternehmer Spezialtiefbau;Zihlschlacht;Weinfelden;EDU;2016;;EDU;männlich
2021;Schenk;Peter;Unternehmer Spezialtiefbau;Zihlschlacht;Weinfelden;EDU;2016;;EDU;männlich
2008;Schenker;Marcel;lic. iur., Kaufmann;Homburg;Steckborn;SVP;2000;;SVP;männlich
2013;Schenker;Marcel;lic. iur., Kaufmann;Frauenfeld;Frauenfeld;SVP;2000;;SVP;männlich
2014;Schenker;Marcel;lic. iur., Kaufmann;Frauenfeld;Frauenfeld;SVP;2000;;SVP;männlich
2015;Schenker;Marcel;lic. iur., Kaufmann;Frauenfeld;Frauenfeld;SVP;2000;;SVP;männlich
2016;Schenker;Marcel;lic. iur., Kaufmann;Frauenfeld;Frauenfeld;SVP;2000;;SVP;männlich
2017;Schenker;Marcel;lic. iur., Kaufmann;Frauenfeld;Frauenfeld;SVP;2000;;SVP;männlich
2018;Schenker;Marcel;lic. iur., Kaufmann;Frauenfeld;Frauenfeld;SVP;2000;;SVP;männlich
2019;Schenker;Marcel;lic. iur., Kaufmann;Frauenfeld;Frauenfeld;SVP;2000;;SVP;männlich
2009;Schenker;Marcel;lic. iur., Kaufmann;Homburg;Steckborn;SVP;2000;1969;SVP;männlich
2010;Schenker;Marcel;lic. iur., Kaufmann;Homburg;Steckborn;SVP;2000;1969;SVP;männlich
2011;Schenker;Marcel;lic. iur., Kaufmann;Homburg;Steckborn;SVP;2000;1969;SVP;männlich
2012;Schenker;Marcel;lic. iur., Kaufmann;Frauenfeld;Steckborn;SVP;2000;1969;SVP;männlich
2017;Scherrer;Egon;Meisterlandwirt;Egnach;Arbon;SVP;2016;;SVP;männlich
2018;Scherrer;Egon;Meisterlandwirt;Egnach;Arbon;SVP;2016;;SVP;männlich
2019;Scherrer;Egon;Meisterlandwirt;Egnach;Arbon;SVP;2016;;SVP;männlich
2020;Scherrer;Egon;Meisterlandwirt;Egnach;Arbon;SVP;2016;;SVP;männlich
2021;Scherrer;Egon;Meisterlandwirt;Egnach;Arbon;SVP;2016;;SVP;männlich
2017;Schläfli;Nina;Doktorandin Uni BE;Kreuzlingen;Kreuzlingen;SP;2016;;SP;weiblich
2018;Schläfli;Nina;Doktorandin Uni BE;Kreuzlingen;Kreuzlingen;SP;2016;;SP;weiblich
2019;Schläfli;Nina;Doktorandin Uni BE;Kreuzlingen;Kreuzlingen;SP;2016;;SP;weiblich
2020;Schläfli;Nina;Doktorandin Uni BE;Kreuzlingen;Kreuzlingen;SP;2016;;SP;weiblich
2021;Schläfli;Nina;Historikerin;Kreuzlingen;Kreuzlingen;SP;2016;;SP;weiblich
2008;Schlaginhau-fen;Ernst;Primarlehrer;Bischofszell;Bischofszell;SP;1991;;SP;männlich
2020;Schläpfer;Jörg;Ökonom, Dr. sc. ETH, MA HSG;Frauenfeld;Frauenfeld;FDP;2019;;FDP;männlich
2021;Schläpfer;Jörg;Ökonom, Dr. sc. ETH,MA HSG;Frauenfeld;Frauenfeld;FDP;2019;;FDP;männlich
2009;Schlatter;André;Rechtsanwalt;Amriswil;Bischofszell;CVP/glp;2008;1961;CVP;männlich
2010;Schlatter;André;Rechtsanwalt;Amriswil;Bischofszell;CVP/glp;2008;1961;CVP;männlich
2011;Schlatter;André;Rechtsanwalt;Amriswil;Bischofszell;CVP/glp;2008;1961;CVP;männlich
2012;Schlatter;André;Rechtsanwalt;Amriswil;Bischofszell;CVP/glp;2008;1961;CVP;männlich
2008;Schmid;Luzi;Notar;Arbon;Arbon;CVP;2000;;CVP;männlich
2009;Schmid;Luzi;Notar;Arbon;Arbon;CVP/glp;2000;1955;CVP;männlich
2010;Schmid;Luzi;Notar;Arbon;Arbon;CVP/glp;2000;1955;CVP;männlich
2011;Schmid;Luzi;Notar;Arbon;Arbon;CVP/glp;2000;1955;CVP;männlich
2012;Schmid;Luzi;Notar;Arbon;Arbon;CVP/glp;2000;1955;CVP;männlich
2017;Schmid;Pascal;lic. iur., Rechtsanwalt,Gerichtspräsident;Weinfelden;Weinfelden;SVP;2016;;SVP;männlich
2018;Schmid;Pascal;lic. iur., Rechtsanwalt,Gerichtspräsident;Weinfelden;Weinfelden;SVP;2016;;SVP;männlich
2019;Schmid;Pascal;lic. iur., Rechtsanwalt,Gerichtspräsident;Weinfelden;Weinfelden;SVP;2016;;SVP;männlich
2020;Schmid;Pascal;lic. iur., Rechtsanwalt,Gerichtspräsident;Weinfelden;Weinfelden;SVP;2016;;SVP;männlich
2021;Schmid;Pascal;lic. iur., Rechtsanwalt,Gerichtspräsident;Weinfelden;Weinfelden;SVP;2016;;SVP;männlich
2008;Schneider;Urs;Agro-Ing. HTL, Stv. Direktor;Bissegg;Weinfelden;SVP;1996;;SVP;männlich
2009;Schneider;Urs;Agro-Ing. HTL,Stv. Direktor;Bissegg;Weinfelden;SVP;1996;1958;SVP;männlich
2010;Schneider;Urs;Agro-Ing. HTL,Stv. Direktor;Amlikon-Bissegg;Weinfelden;SVP;1996;1958;SVP;männlich
2011;Schneider;Urs;Agro-Ing. HTL,Stv. Direktor;Amlikon-Bissegg;Weinfelden;SVP;1996;1958;SVP;männlich
2012;Schneider;Urs;Agro-Ing. HTL, Stv. Direktor;Amlikon-Bissegg;Weinfelden;SVP;1996;1958;SVP;männlich
2013;Schnyder;Fabienne;Gemeindeammann;Zuben;Kreuzlingen;SVP;2006;;SVP;weiblich
2014;Schnyder;Fabienne;Gemeindeammann;Zuben;Kreuzlingen;SVP;2006;;SVP;weiblich
2015;Schnyder;Fabienne;Gemeindeammann;Zuben;Kreuzlingen;SVP;2006;;SVP;weiblich
2016;Schnyder;Fabienne;Gemeindepräsidentin;Zuben;Kreuzlingen;SVP;2006;;SVP;weiblich
2017;Schnyder;Fabienne;Gemeindepräsidentin;Zuben;Kreuzlingen;SVP;2006;;SVP;weiblich
2008;Schnyder;Fabienne;Sekundarlehrerin;Zuben;Kreuzlingen;SVP;2006;;SVP;weiblich
2009;Schnyder;Fabienne;Sekundarlehrerin;Zuben;Kreuzlingen;SVP;2006;1977;SVP;weiblich
2010;Schnyder;Fabienne;Sekundarlehrerin;Zuben;Kreuzlingen;SVP;2006;1977;SVP;weiblich
2011;Schnyder;Fabienne;Sekundarlehrerin;Zuben;Kreuzlingen;SVP;2006;1977;SVP;weiblich
2012;Schnyder;Fabienne;Gemeindeammann;Zuben;Kreuzlingen;SVP;2006;1977;SVP;weiblich
2008;Schönholzer;Brigitte;dipl. Hauspflegerin, Bäuerin;Sulgen;Bischofszell;SVP;2004;;SVP;weiblich
2013;Schönholzer;Brigitte;dipl. Hauspflegerin,Bäuerin;Sulgen;Weinfelden;SVP;2004;;SVP;weiblich
2014;Schönholzer;Brigitte;dipl. Hauspflegerin,Bäuerin;Sulgen;Weinfelden;SVP;2004;;SVP;weiblich
2015;Schönholzer;Brigitte;dipl. Hauspflegerin,Bäuerin;Sulgen;Weinfelden;SVP;2004;;SVP;weiblich
2016;Schönholzer;Brigitte;dipl. Hauspflegerin,Bäuerin;Sulgen;Weinfelden;SVP;2004;;SVP;weiblich
2009;Schönholzer;Brigitte;dipl. Hauspflegerin,Bäuerin;Sulgen;Bischofszell;SVP;2004;1960;SVP;weiblich
2010;Schönholzer;Brigitte;dipl. Hauspflegerin,Bäuerin;Riedt;Bischofszell;SVP;2004;1960;SVP;weiblich
2011;Schönholzer;Brigitte;dipl. Hauspflegerin,Bäuerin;Riedt;Bischofszell;SVP;2004;1960;SVP;weiblich
2012;Schönholzer;Brigitte;dipl. Hauspflegerin,Bäuerin;Riedt;Bischofszell;SVP;2004;1960;SVP;weiblich
2013;Schönholzer;Walter;Gemeindeammann;Neukirch a.d. Thur;Weinfelden;FDP;2009;;FDP;männlich
2014;Schönholzer;Walter;Gemeindeammann;Neukirch a.d. Thur;Weinfelden;FDP;2009;;FDP;männlich
2015;Schönholzer;Walter;Gemeindeammann;Neukirch a.d. Thur;Weinfelden;FDP;2009;;FDP;männlich
2016;Schönholzer;Walter;Gemeindepräsident;Neukirch a.d. Thur;Weinfelden;FDP;2009;;FDP;männlich
2010;Schönholzer;Walter;Gemeindeammann, Kaufmann;Neukirch an der Thur;Bischofszell;FDP;2009;1965;FDP;männlich
2011;Schönholzer;Walter;Gemeindeammann, Kaufmann;Neukirch an der Thur;Bischofszell;FDP;2009;1965;FDP;männlich
2012;Schönholzer;Walter;Gemeindeammann, Kaufmann;Neukirch an der Thur;Bischofszell;FDP;2009;1965;FDP;männlich
2013;Schrepfer;Urs;Schulleiter;Busswil;Münchwilen;SVP;2012;;SVP;männlich
2014;Schrepfer;Urs;Schulleiter;Busswil;Münchwilen;SVP;2012;;SVP;männlich
2015;Schrepfer;Urs;Schulleiter;Busswil;Münchwilen;SVP;2012;;SVP;männlich
2016;Schrepfer;Urs;Schulleiter;Busswil;Münchwilen;SVP;2012;;SVP;männlich
2017;Schrepfer;Urs;Schulleiter;Busswil;Münchwilen;SVP;2012;;SVP;männlich
2018;Schrepfer;Urs;Schulleiter;Busswil;Münchwilen;SVP;2012;;SVP;männlich
2019;Schrepfer;Urs;Schulleiter;Busswil;Münchwilen;SVP;2012;;SVP;männlich
2020;Schrepfer;Urs;Schulleiter;Busswil;Münchwilen;SVP;2012;;SVP;männlich
2021;Schrepfer;Urs;Schulleiter;Busswil;Münchwilen;SVP;2012;;SVP;männlich
2008;Schütz;Peter;Geschäftsführer;Wigoltingen;Weinfelden;FDP;2004;;FDP;männlich
2009;Schütz;Peter;Geschäftsführer;Wigoltingen;Weinfelden;FDP;2004;1959;FDP;männlich
2010;Schütz;Peter;Geschäftsführer;Wigoltingen;Weinfelden;FDP;2004;1959;FDP;männlich
2011;Schütz;Peter;Geschäftsführer;Wigoltingen;Weinfelden;FDP;2004;1959;FDP;männlich
2012;Schütz;Peter;Geschäftsführer;Wigoltingen;Weinfelden;FDP;2004;1959;FDP;männlich
2008;Schwyter-Mäder;Silvia;Gemeindeammann;Sommeri;Arbon;GP;2004;;GP;weiblich
2009;Schwyter-Mäder;Silvia;Gemeindeammann;Sommeri;Arbon;GP;2004;1953;GP;weiblich
2010;Schwyter-Mäder;Silvia;Gemeindeammann;Sommeri;Arbon;GP;2004;1953;GP;weiblich
2011;Schwyter-Mäder;Silvia;Gemeindeammann;Sommeri;Arbon;GP;2004;1953;GP;weiblich
2012;Schwyter-Mäder;Silvia;Lehrerin, Unternehmerin;Sommeri;Arbon;GP;2004;1953;GP;weiblich
2008;Senn;Norbert;Gemeindeammann;Romanshorn;Arbon;CVP;2001;;CVP;männlich
2009;Senn;Norbert;Gemeindeammann;Romanshorn;Arbon;CVP/glp;2001;1958;CVP;männlich
2010;Senn;Norbert;Sekundarlehrer;Romanshorn;Arbon;CVP/glp;2001;1958;CVP;männlich
2011;Senn;Norbert;Sekundarlehrer;Romanshorn;Arbon;CVP/glp;2001;1958;CVP;männlich
2012;Senn;Norbert;Leiter Schulamt;Romanshorn;Arbon;CVP/glp;2001;1958;CVP;männlich
2013;Senn;Norbert;Leiter Schulamt;Romanshorn;Arbon;CVP/glp;2001;;CVP;männlich
2014;Senn;Norbert;Leiter Volksschulamt AI;Romanshorn;Arbon;CVP/glp;2001;;CVP;männlich
2015;Senn;Norbert;Leiter Volksschulamt AI;Romanshorn;Arbon;CVP/glp;2001;;CVP;männlich
2016;Senn;Norbert;Leiter Volksschulamt AI;Romanshorn;Arbon;CVP/glp;2001;;CVP;männlich
2017;Senn;Norbert;Leiter Volksschulamt AI;Romanshorn;Arbon;CVP/EVP;2001;;CVP;männlich
2018;Senn;Norbert;Leiter Volksschulamt AI;Romanshorn;Arbon;CVP/EVP;2001;;CVP;männlich
2019;Senn;Norbert;Leiter Volksschulamt AI;Romanshorn;Arbon;CVP/EVP;2001;;CVP;männlich
2020;Senn;Norbert;Leiter Volksschulamt AI;Romanshorn;Arbon;CVP/EVP;2001;;CVP;männlich
2021;Senn;Norbert;Leiter Volksschulamt AI;Romanshorn;Arbon;CVP/EVP;2002;;CVP;männlich
2008;Sgier;Giosch Antoni;Lehrer/Erwachsenenbilder;Arbon-Stachen;Arbon;CVP;1988;;CVP;männlich
2008;Somm;Klemenz;Landwirt, Unternehmer;Kreuzlingen;Kreuzlingen;GP;2004;;GP;männlich
2009;Somm;Klemenz;Landwirt, Unternehmer;Kreuzlingen;Kreuzlingen;GP;2004;1968;GP;männlich
2013;Somm;Klemenz;Landwirt, Unternehmer;Kreuzlingen;Kreuzlingen;CVP/glp;2012;;glp;männlich
2014;Somm;Klemenz;Landwirt, Unternehmer;Kreuzlingen;Kreuzlingen;CVP/glp;2012;;glp;männlich
2015;Somm;Klemenz;Landwirt, Unternehmer;Kreuzlingen;Kreuzlingen;CVP/glp;2012;;glp;männlich
2016;Somm;Klemenz;Landwirt, Unternehmer;Kreuzlingen;Kreuzlingen;CVP/glp;2012;;glp;männlich
2017;Somm;Klemenz;Landwirt, Unternehmer;Kreuzlingen;Kreuzlingen;glp/BDP;2012;;glp;männlich
2021;Stadler;Sandra;Fachlehrerin, Vize-Gemeindepräsidentin;Güttingen;Kreuzlingen;CVP/EVP;2021;;CVP;weiblich
2021;Stähelin;Beda;Dr. iur., Rechtsanwalt;Frauenfeld;Frauenfeld;CVP/EVP;2021;;CVP;männlich
2008;Stäheli-Tobler;Isabella;Lehrerin;Eschlikon;Münchwilen;GP;1996;;GP;weiblich
2009;Stäheli-Tobler;Isabella;Lehrerin;Eschlikon;Münchwilen;GP;1996;1948;GP;weiblich
2010;Stäheli-Tobler;Isabella;Lehrerin;Eschlikon;Münchwilen;GP;1996;1948;GP;weiblich
2011;Stäheli-Tobler;Isabella;Lehrerin;Eschlikon;Münchwilen;GP;1996;1948;GP;weiblich
2012;Stäheli-Tobler;Isabella;Lehrerin;Eschlikon;Münchwilen;GP;1996;1948;GP;weiblich
2017;Stark;Hans;Meisterlandwirt;Neukirch an der Thur;Weinfelden;SVP;2016;;SVP;männlich
2018;Stark;Hans;Meisterlandwirt;Neukirch an der Thur;Weinfelden;SVP;2016;;SVP;männlich
2019;Stark;Hans;Meisterlandwirt;Neukirch an der Thur;Weinfelden;SVP;2016;;SVP;männlich
2020;Stark;Hans;Meisterlandwirt;Neukirch an der Thur;Weinfelden;SVP;2016;;SVP;männlich
2021;Stark;Hans;Meisterlandwirt;Neukirch an der Thur;Weinfelden;SVP;2016;;SVP;männlich
2015;Steiger Eggli;Christine;Juristin;Steckborn;Frauenfeld;SP;2015;;SP;weiblich
2016;Steiger Eggli;Christine;Juristin;Steckborn;Frauenfeld;SP;2015;;SP;weiblich
2017;Steiger Eggli;Christine;lic. iur., Berufsrichterin;Steckborn;Frauenfeld;SP;2015;;SP;weiblich
2018;Steiger Eggli;Christine;lic. iur., Berufsrichterin;Steckborn;Frauenfeld;SP;2015;;SP;weiblich
2019;Steiger Eggli;Christine;lic. iur., Berufsrichterin;Steckborn;Frauenfeld;SP;2015;;SP;weiblich
2020;Steiger Eggli;Christine;lic. iur.;Steckborn;Frauenfeld;SP;2015;;SP;weiblich
2021;Steiger Eggli;Christine;Juristin;Steckborn;Frauenfeld;SP;2015;;SP;weiblich
2017;Stokholm;Anders;Stadtpräsident;Frauenfeld;Frauenfeld;FDP;2016;;FDP;männlich
2018;Stokholm;Anders;Stadtpräsident;Frauenfeld;Frauenfeld;FDP;2016;;FDP;männlich
2019;Stokholm;Anders;Stadtpräsident;Frauenfeld;Frauenfeld;FDP;2016;;FDP;männlich
2020;Stokholm;Anders;Stadtpräsident;Frauenfeld;Frauenfeld;FDP;2016;;FDP;männlich
2021;Stokholm;Anders;Stadtpräsident;Frauenfeld;Frauenfeld;FDP;2016;;FDP;männlich
2021;Strähl-Obrist;Michèle;lic. iur., Rechtsanwältin;Weinfelden;Weinfelden;FDP;2021;;FDP;weiblich
2008;Strasser;Walter;Projekt- und Schulleiter;Bürglen;Weinfelden;SP;2000;;SP;männlich
2013;Streckeisen;Regula;Dr. med., Ärztin;Romanshorn;Arbon;EDU/EVP;2008;;EVP;weiblich
2009;Streckeisen;Regula;Dr. med., Ärztin;Egnach;Arbon;EVP/EDU;2008;1945;EVP;weiblich
2010;Streckeisen;Regula;Dr. med., Ärztin;Romanshorn;Arbon;EVP/EDU;2008;1945;EVP;weiblich
2011;Streckeisen;Regula;Dr. med., Ärztin;Romanshorn;Arbon;EVP/EDU;2008;1945;EVP;weiblich
2012;Streckeisen;Regula;Dr. med., Ärztin;Romanshorn;Arbon;EVP/EDU;2008;1945;EVP;weiblich
2017;Strupler;Manuel;Gartenbauunternehmer;Weinfelden;Weinfelden;SVP;2016;;SVP;männlich
2018;Strupler;Manuel;Gartenbauunternehmer;Weinfelden;Weinfelden;SVP;2016;;SVP;männlich
2019;Strupler;Manuel;Gartenbauunternehmer;Weinfelden;Weinfelden;SVP;2016;;SVP;männlich
2013;Strupler;Walter;Meisterlandwirt;Weinfelden;Weinfelden;SVP;2008;;SVP;männlich
2014;Strupler;Walter;Meisterlandwirt;Weinfelden;Weinfelden;SVP;2008;;SVP;männlich
2015;Strupler;Walter;Meisterlandwirt;Weinfelden;Weinfelden;SVP;2008;;SVP;männlich
2016;Strupler;Walter;Meisterlandwirt;Weinfelden;Weinfelden;SVP;2008;;SVP;männlich
2009;Strupler;Walter;Meisterlandwirt;Weinfelden;Weinfelden;SVP;2008;1953;SVP;männlich
2010;Strupler;Walter;Meisterlandwirt;Weinfelden;Weinfelden;SVP;2008;1953;SVP;männlich
2011;Strupler;Walter;Meisterlandwirt;Weinfelden;Weinfelden;SVP;2008;1953;SVP;männlich
2012;Strupler;Walter;Meisterlandwirt;Weinfelden;Weinfelden;SVP;2008;1953;SVP;männlich
2008;Stuber;Martin;Gemeindeammann;Ermatingen;Weinfelden;SVP;2004;;SVP;männlich
2009;Stuber;Martin;Gemeindeammann;Ermatingen;Kreuzlingen;SVP;2004;1956;SVP;männlich
2010;Stuber;Martin;Gemeindeammann;Ermatingen;Kreuzlingen;SVP;2004;1956;SVP;männlich
2011;Stuber;Martin;Gemeindeammann;Ermatingen;Kreuzlingen;SVP;2004;1956;SVP;männlich
2012;Stuber;Martin;Gemeindeammann;Ermatingen;Kreuzlingen;SVP;2004;1956;SVP;männlich
2013;Stuber;Martin;Gemeindeammann;Ermatingen;Kreuzlingen;SVP;2004;;SVP;männlich
2014;Stuber;Martin;Gemeindeammann;Ermatingen;Kreuzlingen;SVP;2004;;SVP;männlich
2015;Stuber;Martin;Gemeindeammann;Ermatingen;Kreuzlingen;SVP;2004;;SVP;männlich
2016;Stuber;Martin;Gemeindepräsident;Ermatingen;Kreuzlingen;SVP;2004;;SVP;männlich
2017;Stuber;Martin;Gemeindepräsident;Ermatingen;Kreuzlingen;SVP;2004;;SVP;männlich
2018;Stuber;Martin;Gemeindepräsident;Ermatingen;Kreuzlingen;SVP;2004;;SVP;männlich
2019;Stuber;Martin;Gemeindepräsident;Ermatingen;Kreuzlingen;SVP;2004;;SVP;männlich
2020;Stuber;Martin;a. Gemeindepräsident;Ermatingen;Kreuzlingen;SVP;2004;;SVP;männlich
2021;Stuber;Martin;a. Gemeindepräsident;Ermatingen;Kreuzlingen;SVP;2004;;SVP;männlich
2008;Stutz;Christof;Meisterlandwirt;Sirnach;Münchwilen;SVP;2000;;SVP;männlich
2009;Stutz;Christof;Meisterlandwirt;Sirnach;Münchwilen;SVP;2000;1965;SVP;männlich
2010;Stutz;Christof;Meisterlandwirt;Sirnach;Münchwilen;SVP;2000;1965;SVP;männlich
2011;Stutz;Christof;Meisterlandwirt;Sirnach;Münchwilen;SVP;2000;1965;SVP;männlich
2012;Stutz;Christof;Meisterlandwirt;Sirnach;Münchwilen;SVP;2000;1965;SVP;männlich
2008;Tanner;Moritz;Landwirt;Winden;Arbon;SVP;2000;;SVP;männlich
2013;Tanner;Moritz;Landwirt;Winden;Arbon;SVP;2000;;SVP;männlich
2014;Tanner;Moritz;Landwirt;Winden;Arbon;SVP;2000;;SVP;männlich
2015;Tanner;Moritz;Landwirt;Winden;Arbon;SVP;2000;;SVP;männlich
2016;Tanner;Moritz;Landwirt;Winden;Arbon;SVP;2000;;SVP;männlich
2009;Tanner;Moritz;Landwirt;Winden;Arbon;SVP;2000;1950;SVP;männlich
2010;Tanner;Moritz;Landwirt;Winden;Arbon;SVP;2000;1950;SVP;männlich
2011;Tanner;Moritz;Landwirt;Winden;Arbon;SVP;2000;1950;SVP;männlich
2012;Tanner;Moritz;Landwirt;Winden;Arbon;SVP;2000;1950;SVP;männlich
2013;Thalmann;Thomas;Elektroplaner;Güttingen;Kreuzlingen;SVP;2010;;SVP;männlich
2014;Thalmann;Thomas;Elektroplaner;Güttingen;Kreuzlingen;SVP;2010;;SVP;männlich
2015;Thalmann;Thomas;Elektroplaner;Güttingen;Kreuzlingen;SVP;2010;;SVP;männlich
2016;Thalmann;Thomas;Elektroplaner;Güttingen;Kreuzlingen;SVP;2010;;SVP;männlich
2018;Thalmann;Thomas;Projektleiter, Bauführer;Güttingen;Kreuzlingen;SVP;2017;;SVP;männlich
2019;Thalmann;Thomas;Projektleiter, Bauführer;Güttingen;Kreuzlingen;SVP;2017;;SVP;männlich
2020;Thalmann;Thomas;Elektroplaner;Güttingen;Kreuzlingen;SVP;2017;;SVP;männlich
2021;Thalmann;Thomas;Elektroplaner;Güttingen;Kreuzlingen;SVP;2017;;SVP;männlich
2010;Thalmann;Thomas;Elektroplaner;Güttingen;Kreuzlingen;SVP;2010;1968;SVP;männlich
2011;Thalmann;Thomas;Elektroplaner;Güttingen;Kreuzlingen;SVP;2010;1968;SVP;männlich
2012;Thalmann;Thomas;Elektroplaner;Güttingen;Kreuzlingen;SVP;2010;1968;SVP;männlich
2008;Theler;Marion;Journalistin;Bottighofen;Kreuzlingen;GP;2004;;GP;weiblich
2013;Theler;Marion;dipl. Übersetzerin,Journalistin;Bottighofen;Kreuzlingen;GP;2004;;GP;weiblich
2014;Theler;Marion;dipl. Übersetzerin,Journalistin;Bottighofen;Kreuzlingen;GP;2004;;GP;weiblich
2015;Theler;Marion;dipl. Übersetzerin,Journalistin;Bottighofen;Kreuzlingen;GP;2004;;GP;weiblich
2016;Theler;Marion;dipl. Übersetzerin,Journalistin;Bottighofen;Kreuzlingen;GP;2004;;GP;weiblich
2017;Theler;Marion;dipl. Übersetzerin,Journalistin;Bottighofen;Kreuzlingen;GP;2004;;GP;weiblich
2018;Theler;Marion;dipl. Übersetzerin,Journalistin;Bottighofen;Kreuzlingen;GP;2004;;GP;weiblich
2019;Theler;Marion;dipl. Übersetzerin,Journalistin;Bottighofen;Kreuzlingen;GP;2004;;GP;weiblich
2009;Theler;Marion;Journalistin, Lehrerin;Kreuzlingen;Kreuzlingen;GP;2004;1964;GP;weiblich
2010;Theler;Marion;Journalistin, Lehrerin;Bottighofen;Kreuzlingen;GP;2004;1964;GP;weiblich
2011;Theler;Marion;Journalistin, Lehrerin;Bottighofen;Kreuzlingen;GP;2004;1964;GP;weiblich
2012;Theler;Marion;Journalistin, Lehrerin;Bottighofen;Kreuzlingen;GP;2004;1964;GP;weiblich
